regions(hg38),enhancer_activity_REF_1,enhancer_activity_REF_2,enhancer_activity_REF_3,enhancer_activity_REF_4,enhancer_activity_ALT_1,enhancer_activity_ALT_2,enhancer_activity_ALT_3,enhancer_activity_ALT_4,REF,ALT,Coding,Active_REF,Active_ALT,qvalue,pvalue,fold,"final_sig(1 DA enhancer; 2 IA enhancer, 0=no change)"
chr7:137589202-137589373,0.08348083,-0.1288021,-0.0399921,0.11782526,0.02797579,-0.4781301,-0.3102579,-0.2723586,-0.2581927,0.00812797,FALSE,0,0,0.14711718,0.08120787,0.26632067,0
chr7:137988660-137988831,0.55849343,0.7082437,0.29424542,0.24707609,0.17053742,0.14498293,-0.216347,-0.3704783,-0.0678263,0.45201466,FALSE,0,1,0.05903735,0.02510142,0.51984092,0
chr7:139034716-139034887,-0.2713072,-0.3280869,-0.3211309,-0.3673444,-0.2434095,0.15168562,-0.1130086,0.20957888,0.0012116,-0.3219673,FALSE,0,0,0.10902555,0.05517894,-0.3231789,0
chr7:139115324-139115495,0.02972199,0.00076698,0.09346223,-0.1310473,0.00268475,0.19162979,0.2399439,0.1238871,0.13953639,-0.001774,FALSE,0,0,0.15920998,0.08986535,-0.1413104,0
chr7:139682155-139682326,0.56604066,0.43037344,0.14602396,0.13107866,-0.4136956,-0.6004022,-0.3360906,-0.6564256,-0.5016535,0.31837918,FALSE,0,1,0.00635412,0.0011794,0.82003268,2
chr7:140178464-140178635,-0.5463294,-0.6476911,-0.6385173,-0.9808082,-0.0446837,-0.0422661,0.0851711,0.18828065,0.04662548,-0.7033365,FALSE,0,0,0.00638885,0.00118732,-0.749962,0
chr7:140625202-140625373,-0.0171563,0.18594556,0.20343056,0.07600468,-0.4686658,-0.5087998,-0.5219412,-0.2938548,-0.4483154,0.11205613,FALSE,0,0,0.00258437,0.00026994,0.56037154,0
chr7:140703962-140704133,0.16860812,0.06074414,-0.0910693,0.11041136,0.01673184,-0.0305114,-0.0420377,-0.0657628,-0.030395,0.06217358,FALSE,0,0,0.29218377,0.19564254,0.09256861,0
chr7:141551159-141551330,-0.8394826,-1.2232192,-0.9136583,-1.3937913,0.04894325,-0.0590188,0.09134697,-0.1208568,-0.0098963,-1.0925378,FALSE,0,0,0.00838479,0.00177092,-1.0826415,0
chr7:14433050-14433221,0.08421918,-0.0990623,0.04222051,0.27919072,-0.6940357,-0.5591578,-0.7418398,-0.8568025,-0.712959,0.07664203,FALSE,0,0,0.00261941,0.00027541,0.789601,0
chr7:146416362-146416533,-0.0036551,0.04378435,0.01379468,-0.0930227,-0.0247385,0.02465919,-0.0926511,-0.2673705,-0.0900252,-0.0097747,FALSE,0,0,0.42358423,0.31409889,0.08025054,0
chr7:146781768-146781939,0.48555529,0.51026528,0.60657208,0.26512627,0.40093507,-0.3798892,-0.2258522,-0.0046663,-0.0523682,0.46687973,FALSE,0,1,0.09685391,0.04725452,0.51924791,0
chr7:147265641-147265812,0.37677191,0.48507122,0.2087572,0.28071371,0.16821766,0.35933481,0.30020713,0.26321826,0.27274447,0.33782851,FALSE,1,1,0.51542735,0.40632836,0.06508405,0
chr7:147539349-147539520,0.00638651,0.01223371,-0.1155971,0.07588011,-0.3447552,-0.3897457,-0.3549346,-0.6864832,-0.4439797,-0.0052742,FALSE,0,0,0.02197163,0.00672777,0.4387055,0
chr7:14836456-14836627,0.08536744,-0.1718661,0.16546219,-0.0707236,0.12451085,-0.1107152,0.20175755,0.10313963,0.07967321,0.00205997,FALSE,0,0,0.57809805,0.47266213,-0.0776132,0
chr7:148806158-148806329,-0.0105198,0.02815736,-0.1870035,-0.2498861,-0.7339129,-0.6069331,-0.6610414,-0.5592934,-0.6402952,-0.104813,FALSE,0,0,0.00647364,0.00121651,0.53548219,0
chr7:149007332-149007503,-1.6243195,-1.5101062,-1.4727444,-1.5331229,0.03600477,-0.3202538,-0.1293893,-0.1326232,-0.1365654,-1.5350733,FALSE,0,0,0.00092444,4.86E-05,-1.3985079,0
chr7:150380758-150380929,-0.2847501,-0.2155705,-0.2300313,-0.1827675,-0.0047098,0.09228904,0.14684444,0.02106043,0.06387102,-0.2282798,FALSE,0,0,0.00501004,0.00079708,-0.2921509,0
chr7:150384540-150384711,0.23961563,0.23032483,-0.0961789,0.06910535,0.33183244,0.2040127,0.24704255,0.10271441,0.22140052,0.11071673,FALSE,1,0,0.39267534,0.28601831,-0.1106838,0
chr7:150787274-150787445,0.0926401,0.13549733,-0.1225539,-0.1109482,0.32107824,0.17405076,-0.0396959,-0.0025962,0.11320924,-0.0013412,FALSE,0,0,0.4380239,0.32824018,-0.1145504,0
chr7:151050336-151050507,-0.036158,-0.0688449,-0.1884622,-0.0917148,0.12627857,-0.0718258,0.08074665,-0.162893,-0.0069234,-0.096295,FALSE,0,0,0.39969768,0.29223918,-0.0893716,0
chr7:151055704-151055875,-0.0152158,0.0448659,0.26425475,0.16510491,-0.4458033,-0.2572492,-0.1619155,-0.3317718,-0.299185,0.11475244,FALSE,0,0,0.01242031,0.00306141,0.41393741,0
chr7:151067602-151067773,-0.1858819,-0.242883,-0.0370215,-0.0485396,-0.2070421,-0.3026653,-0.1614737,-0.2748307,-0.236503,-0.1285815,FALSE,0,0,0.214955,0.13233338,0.10792146,0
chr7:151458508-151458679,-0.2730959,-0.7080273,-0.3094681,-0.1145026,-0.8381217,-0.8594982,-0.5782056,-0.6448622,-0.7301719,-0.3512735,FALSE,0,0,0.10092392,0.04989183,0.37889848,0
chr7:151607316-151607487,0.09136418,0.15229654,-0.1380939,0.15988325,0.12310231,0.11658821,0.22333658,0.17409625,0.15928084,0.06636251,FALSE,1,0,0.38908641,0.28268648,-0.0929183,0
chr7:151667888-151668059,0.14806558,-0.0358874,-0.1414684,-0.2904702,-0.3506261,-0.3156624,-0.344914,-0.301794,-0.3282491,-0.0799401,FALSE,0,0,0.13540915,0.07309034,0.24830902,0
chr7:151706434-151706605,0.23089759,0.10965484,0.0310195,-0.2176025,0.01148845,-0.0038941,-0.1048144,0.09737799,3.95E-05,0.03849235,FALSE,0,0,0.79796034,0.72841249,0.03845286,0
chr7:153859459-153859630,-0.0551116,0.22407327,0.34189509,0.29125684,0.05148417,-0.023365,-0.1618743,-0.0448395,-0.0446487,0.20052841,FALSE,0,1,0.12037358,0.06267087,0.24517707,0
chr7:154971929-154972100,-0.0051057,0.14091341,0.22109014,0.03214672,0.23262361,0.33363867,0.21070814,0.17467587,0.23791157,0.09726115,FALSE,1,0,0.13107732,0.07002678,-0.1406504,0
chr7:154974858-154975029,-0.0413228,-0.378812,0.02796033,-0.1609722,-0.4355094,-0.6710342,-0.4284941,-0.6790718,-0.5535274,-0.1382867,FALSE,0,0,0.0328282,0.01164164,0.41524067,0
chr7:155638240-155638411,-0.268709,-0.103713,-0.132975,-0.0025449,0.0311297,0.05652595,-0.0998293,-0.0496642,-0.0154594,-0.1269855,FALSE,0,0,0.23521021,0.14821986,-0.111526,0
chr7:156041810-156041981,-0.1043436,-0.0785108,-0.1122547,-0.0036206,0.31456104,0.34327505,0.0709732,0.25797412,0.24669585,-0.0746824,FALSE,1,0,0.02595051,0.00846069,-0.3213783,0
chr7:156292990-156293161,-0.5816743,-0.3259732,-0.1700089,-0.3836601,-1.8047684,-1.8562263,-1.7188691,-1.5196237,-1.7248719,-0.3653291,FALSE,0,0,0.00065501,2.27E-05,1.35954277,0
chr7:156383538-156383709,-0.2987197,-0.0156815,-0.0210455,-0.1573212,0.72120499,0.46288274,0.74375571,0.80684264,0.68367152,-0.123192,FALSE,1,0,0.00229982,0.00022325,-0.8068635,1
chr7:156828851-156829022,-0.0561233,-0.344711,-0.4249635,-0.8282001,0.21785169,0.08919931,-0.0824577,0.18860031,0.10329841,-0.4134995,FALSE,0,0,0.08450574,0.03988546,-0.5167979,0
chr7:157341862-157342033,0.34266102,0.00849431,-0.1703417,-0.0293638,-0.0413476,-0.0215855,-0.0112427,-0.0226703,-0.0242115,0.03786247,FALSE,0,0,0.69989652,0.60807242,0.06207398,0
chr7:157397779-157397950,-0.1256736,0.14628369,-0.2381909,-0.1685956,0.37360999,-0.2255901,0.09134046,0.02036703,0.06493185,-0.0965441,FALSE,0,0,0.43605219,0.3261594,-0.1614759,0
chr7:157403482-157403653,-0.5352994,-0.6979776,-0.7437171,-0.7729905,0.04894325,-0.0977713,-0.1757427,-0.3332627,-0.1394584,-0.6874962,FALSE,0,0,0.00908722,0.00196537,-0.5480378,0
chr7:157403789-157403960,-0.2972564,-0.3411114,-0.1529043,-0.2245515,0.16467368,0.12775269,0.1517672,0.09488298,0.13476914,-0.2539559,FALSE,0,0,0.00621094,0.00114137,-0.388725,0
chr7:157747162-157747333,-0.0450823,0.03908073,0.15318653,-0.016662,-0.0298708,0.1797954,-0.1376315,-0.056534,-0.0110602,0.03263074,FALSE,0,0,0.70193449,0.61032856,0.04369096,0
chr7:157946569-157946740,-0.1074886,-0.4766669,-0.3229038,-0.6740043,0.06178298,0.18721803,0.13968252,-0.0247253,0.09098955,-0.3952659,FALSE,0,0,0.05061057,0.02047995,-0.4862554,0
chr7:157979323-157979489,-0.047592,0.13278778,-0.0556929,-0.0501688,0.08529853,-0.1129325,0.08650176,-0.2990922,-0.0600561,-0.0051665,FALSE,0,0,0.70976307,0.62073584,0.05488963,0
chr7:157981947-157982118,-0.4762626,-0.432071,-0.3480791,-0.4037471,-0.5247938,-0.585593,-0.1062568,-0.3370425,-0.3884215,-0.4150399,FALSE,0,0,0.87231529,0.82464669,-0.0266184,0
chr7:158871594-158871765,-0.2819422,-0.3544138,-0.3555827,-0.2768217,-0.0640145,-0.2767229,-0.1131263,-0.0515813,-0.1263612,-0.3171901,FALSE,0,0,0.06275255,0.02714406,-0.1908289,0
chr7:159093368-159093539,-0.1947438,-0.0142927,-0.0195011,-0.1753771,-0.0225141,-0.018236,-0.0867038,0.01305335,-0.0286001,-0.1009787,FALSE,0,0,0.34583261,0.24280846,-0.0723785,0
chr7:16652259-16652430,-0.213522,0.30717296,-0.2116966,-0.0970618,-0.1846613,0.18849442,-0.2681579,-0.2146748,-0.1197499,-0.0537769,FALSE,0,0,0.77220074,0.69741994,0.06597303,0
chr7:16668478-16668649,-0.0106724,-0.0083197,-0.4016069,0.13253272,-0.1160181,0.23449697,-0.1301625,0.06373864,0.01301373,-0.0720166,FALSE,0,0,0.67221684,0.57673942,-0.0850303,0
chr7:1726194-1726365,-0.1012199,-0.2370748,-0.2326407,-0.3277472,-0.048393,-0.1085992,-0.1863238,0.00822402,-0.083773,-0.2246707,FALSE,0,0,0.12483879,0.06571523,-0.1408977,0
chr7:19177405-19177576,0.44693406,-0.036294,0.27376877,0.01009627,0.29810748,0.32023261,-0.1444555,-0.1128817,0.09025075,0.17362628,FALSE,0,1,0.72601729,0.64198208,0.08337554,0
chr7:19509438-19509609,0.32932648,-0.0485289,-0.0069386,0.11186124,-0.4552938,-0.5569794,-0.3625303,-0.4832856,-0.4645223,0.09643005,FALSE,0,0,0.01264437,0.00314579,0.56095231,0
chr7:2052808-2052979,0.06541235,-0.1229129,-0.1008564,0.06156427,0.15294446,-0.123004,0.05214026,-0.1062428,-0.0060405,-0.0241982,FALSE,0,0,0.88030872,0.83524796,-0.0181576,0
chr7:2063453-2063624,0.11021734,0.08091023,0.28019127,0.22963749,0.27423164,0.32471197,0.10548671,0.30273458,0.25179123,0.17523908,FALSE,1,1,0.41838247,0.30898756,-0.0765521,0
chr7:2161418-2161589,0.04442579,-0.303215,-0.0774015,0.01491793,0.14410451,0.13252963,0.21587923,0.23625901,0.1821931,-0.0803182,FALSE,1,0,0.08258287,0.03867323,-0.2625113,0
chr7:21922294-21922465,-0.0103439,0.07709011,-0.3368388,-0.118488,-0.0745692,-0.2977534,-0.1421245,-0.0316836,-0.1365327,-0.0971451,FALSE,0,0,0.79689973,0.72670935,0.03938752,0
chr7:22063366-22063537,0.17400502,-0.0951692,0.0558809,0.00534441,-0.0603116,-0.2227389,-0.3146526,-0.1756959,-0.1933498,0.03501528,FALSE,0,0,0.05915085,0.02520423,0.22836503,0
chr7:22083221-22083392,0.39404874,0.52128935,0.37114456,0.48188037,0.46477133,0.35275575,0.07481529,0.19339897,0.27143534,0.44209076,FALSE,1,1,0.22585358,0.14065726,0.17065542,0
chr7:22561705-22561876,0.04032397,-0.0331109,-0.1207428,0.07110485,-1.2450251,-1.1104191,-1.3154637,-0.9132274,-1.1460338,-0.0106062,FALSE,0,0,0.00219561,0.00020503,1.13542758,0
chr7:22778132-22778303,0.23342131,0.43022052,0.48130082,-0.2446994,-0.4440222,0.20709346,0.13468394,0.01439433,-0.0219626,0.22506081,FALSE,0,0,0.41529078,0.3066085,0.24702343,0
chr7:23098053-23098224,-0.2358099,-0.2525905,-0.2426152,-0.1518014,0.23823295,0.12487538,0.02085684,0.08604139,0.11750164,-0.2207042,FALSE,1,0,0.00862296,0.00183911,-0.3382059,0
chr7:23202348-23202519,0.22555022,0.00852644,0.03670538,-0.088233,0.22587772,-0.1025018,0.34039676,0.28228696,0.18651491,0.04563725,FALSE,1,0,0.39426683,0.28735934,-0.1408777,0
chr7:23298505-23298676,0.18967536,0.17011889,0.29553897,0.17567672,-0.0802589,-0.2509788,-0.119163,-0.0391525,-0.1223883,0.20775249,FALSE,0,1,0.00796852,0.00163155,0.3301408,0
chr7:23334552-23334723,0.00073027,-0.4606904,-0.4991371,-0.1445951,0.09597175,0.24731548,0.01768273,0.21745533,0.14460632,-0.2759231,FALSE,0,0,0.07250784,0.03273469,-0.4205294,0
chr7:2351486-2351657,0.37731859,0.36308275,-0.2230667,-0.0794675,0.08762329,-0.0421676,-0.2261744,-0.0420699,-0.0556972,0.1094668,FALSE,0,0,0.4889125,0.37674558,0.16516395,0
chr7:2365245-2365416,0.2676841,0.22099292,0.22255098,0.05199314,-0.377061,-0.3702136,-0.2255915,-0.346518,-0.329846,0.19080529,FALSE,0,1,0.00207284,0.00018496,0.52065129,0
chr7:2368511-2368682,0.00380562,-0.1516128,-0.2075261,-0.0938673,0.23139133,0.04805846,-0.074932,0.21169384,0.1040529,-0.1123001,FALSE,0,0,0.10414258,0.05198725,-0.2163531,0
chr7:24800243-24800414,-0.0110041,0.21258906,-0.079094,-0.0816749,0.17482026,-0.0713342,0.28330412,0.13727441,0.13101614,0.01020404,FALSE,0,0,0.38581868,0.27960067,-0.1208121,0
chr7:25125259-25125430,0.98255924,0.99153934,0.70244685,0.73885677,1.04664401,0.97360361,1.22250579,0.99350715,1.05906514,0.85385055,FALSE,1,1,0.14564757,0.08009441,-0.2052146,0
chr7:25127786-25127957,-0.8592055,-0.5346953,-0.8325524,-0.5591154,-0.3875819,-0.6630521,-0.394754,-0.3087424,-0.4385326,-0.6963921,FALSE,0,0,0.12927316,0.06870524,-0.2578595,0
chr7:2736638-2736809,0.07524325,0.05070608,0.00035919,0.14193303,-0.0385417,-0.0091948,-0.1892919,0.0324723,-0.051139,0.06706039,FALSE,0,0,0.16138835,0.09139262,0.11819941,0
chr7:27662324-27662495,0.9044369,0.86866822,0.86178905,0.64625401,0.23287242,-0.1098396,0.26100504,0.02136554,0.10135086,0.82028704,FALSE,0,1,0.00538438,0.00090009,0.71893618,2
chr7:2824483-2824654,-0.2053544,0.00849075,0.21763951,-0.1823117,-0.0679692,0.22318132,-0.206581,-0.0650345,-0.0291008,-0.040384,FALSE,0,0,0.9537267,0.93547461,-0.0112831,0
chr7:28625534-28625705,-0.0550685,0.08684425,-0.1558369,-0.0909369,-0.3286722,-0.0047336,-0.2822573,-0.1328862,-0.1871373,-0.0537495,FALSE,0,0,0.29024614,0.1940105,0.13338782,0
chr7:29230936-29231107,-0.0693538,0.18628032,0.14507158,-0.0809214,-0.2275194,-0.3268599,-0.1558955,0.07830608,-0.1579922,0.04526916,FALSE,0,0,0.19790135,0.11909673,0.20326133,0
chr7:29442916-29443087,-0.1527436,0.18195237,0.02434495,0.12313521,0.31828091,0.00048488,0.09372285,0.04904316,0.11538295,0.04417223,FALSE,0,0,0.61233406,0.50926653,-0.0712107,0
chr7:29865641-29865812,0.29663123,0.17117995,0.11740797,0.27769842,0.22366228,-0.0209659,0.05690409,0.20266306,0.11556589,0.21572939,FALSE,0,1,0.32252808,0.22168693,0.10016351,0
chr7:30659389-30659560,0.49343767,0.11718517,0.38382619,0.17968677,0.12552735,0.19817833,-0.1020436,0.14071612,0.09059456,0.29353395,FALSE,0,1,0.19630277,0.11768209,0.20293939,0
chr7:30888367-30888538,0.02866254,-0.0305662,-0.2112078,0.09336413,-1.1566844,-1.349657,-1.0270678,-1.0049679,-1.1345943,-0.0299368,FALSE,0,0,0.00092521,4.78E-05,1.10465746,0
chr7:30924449-30924620,-0.2149856,-0.4050934,-0.3709112,-0.4683833,0.00454427,0.25992587,-0.1598129,0.04561971,0.03756924,-0.3648434,FALSE,0,0,0.03079767,0.01070853,-0.4024126,0
chr7:32150042-32150213,0.48586518,0.34559109,0.41267238,0.01797588,0.38888979,0.31198467,0.66780227,0.67533549,0.51100306,0.31552613,FALSE,1,1,0.31062483,0.21149991,-0.1954769,0
chr7:32753715-32753886,-0.0373906,-0.1653693,-0.0016623,0.1794833,0.52058338,0.49970873,0.33850198,0.19771797,0.38912801,-0.0062347,FALSE,1,0,0.02698372,0.00897176,-0.3953627,0
chr7:32765304-32765475,0.12172815,0.12277681,-0.0477597,0.10489699,0.37023732,0.22245208,-0.1045097,0.18024685,0.16710664,0.07541055,FALSE,0,0,0.5495313,0.44170304,-0.0916961,0
chr7:32943237-32943408,-0.076034,-0.0183439,-0.0931349,0.06541763,-0.0825425,-0.0771944,-0.3396966,-0.164717,-0.1660376,-0.0305238,FALSE,0,0,0.1943074,0.11630667,0.13551379,0
chr7:33106404-33106575,-0.2056208,-0.1726395,-0.1315842,-0.273931,-0.3323425,-0.2311406,-0.1502326,-0.3191426,-0.2582146,-0.1959439,FALSE,0,0,0.38730007,0.28103143,0.06227071,0
chr7:33450890-33451061,-0.7716298,-0.6951934,-0.8620704,-1.0231029,0.08435137,0.07504713,-0.0422337,0.24851379,0.09141965,-0.8379991,FALSE,1,0,0.0010984,6.61E-05,-0.9294188,1
chr7:33733731-33733902,0.27955722,0.17698883,-0.134801,-0.072179,0.92701938,0.63623809,0.58261327,0.98118672,0.78176437,0.06239151,FALSE,1,0,0.00993674,0.00222929,-0.7193729,1
chr7:34147182-34147353,0.23491252,-0.0656101,-0.074941,-0.0252218,0.53900448,0.05968157,0.02721013,0.12022636,0.18653064,0.01728489,FALSE,0,0,0.38660869,0.28035147,-0.1692457,0
chr7:35038475-35038646,-2.1825303,-1.6692478,-2.0155311,-1.7493037,0.03101495,-0.4750129,0.02883147,-0.2354826,-0.1626623,-1.9041532,FALSE,0,0,0.00093724,5.04E-05,-1.7414909,0
chr7:36141667-36141838,-0.2555973,-0.218542,-0.2975412,-0.1876161,0.41591659,0.34026264,0.5642786,0.47262857,0.4482716,-0.2398241,FALSE,1,0,0.00147949,0.00010746,-0.6880957,1
chr7:36165028-36165199,-0.262968,-0.4246698,-0.2955473,-0.3064166,0.19379534,0.17921069,0.32922746,-0.0385414,0.16592302,-0.3224004,FALSE,0,0,0.01396636,0.0036196,-0.4883235,0
chr7:37194015-37194186,-0.1208026,-0.0040593,-0.0159848,-0.0810677,-0.6724669,-0.2904274,-0.6189838,-0.402544,-0.4961055,-0.0554786,FALSE,0,0,0.03479981,0.01248524,0.4406269,0
chr7:38748065-38748236,-0.1528048,-0.0850177,-0.2633563,-0.2270119,0.56355024,0.54554789,0.76509379,0.80130342,0.66887383,-0.1820477,FALSE,1,0,0.00159966,0.00012356,-0.8509215,1
chr7:40814950-40815121,-0.126649,-0.2521546,-0.1199747,-0.5099863,0.09051507,0.00413976,0.09908235,0.03502455,0.05719043,-0.2521911,FALSE,0,0,0.08272227,0.03877666,-0.3093816,0
chr7:415681-415852,0.12696326,0.20790168,0.00667668,0.28987934,-0.6427725,-0.2087659,-0.4414261,-0.6949489,-0.4969783,0.15785524,FALSE,0,1,0.0156855,0.00429299,0.65483358,2
chr7:41699705-41699876,-0.2053433,-0.2283026,-0.0702905,-0.0195562,-0.0691303,0.06808007,-0.2007898,0.06331442,-0.0346314,-0.1308731,FALSE,0,0,0.39225787,0.28535245,-0.0962417,0
chr7:41876229-41876400,0.08716506,-0.0485226,-0.0829185,-0.1331401,-0.0716277,-0.0237074,-0.2561588,-0.2439773,-0.1488678,-0.044354,FALSE,0,0,0.31992341,0.2193065,0.10451379,0
chr7:42857777-42857948,-0.2356658,-0.0500563,0.1632295,-0.1783512,0.24223914,0.2917529,-0.1778045,-0.2497759,0.02660292,-0.0752109,FALSE,0,0,0.66149101,0.56509665,-0.1018139,0
chr7:44120192-44120363,0.12801559,0.23422323,0.38197434,0.10265608,0.04367068,-0.2219315,0.10118162,0.01604791,-0.0152578,0.21171731,FALSE,0,1,0.10913008,0.05528217,0.22697512,0
chr7:44137812-44137983,-0.1653157,-0.3542196,-0.42431,-0.2248215,-0.8450513,-0.9812862,-0.8813524,-0.9606738,-0.9170909,-0.2921667,FALSE,0,0,0.0030429,0.00036063,0.62492422,0
chr7:44208347-44208518,0.3053126,0.423335,0.47421259,0.01611819,0.11354893,0.10558641,-0.0933248,-0.1290998,-0.0008223,0.3047446,FALSE,0,1,0.10477954,0.05237769,0.30556691,0
chr7:4443439-4443610,0.3596289,0.25063137,0.34582163,0.28425753,-0.5881061,-0.2180479,-0.0826616,0.03771558,-0.212775,0.31008486,FALSE,0,1,0.06524429,0.02855284,0.52285988,0
chr7:44455278-44455449,-0.1496051,-0.0207742,-0.0406338,0.06179205,-0.0121721,0.07406261,0.36093731,0.4077298,0.20763941,-0.0373052,FALSE,1,0,0.1659235,0.09510856,-0.2449446,0
chr7:44710647-44710818,-0.4612788,-0.3624178,-0.3188298,-0.4957576,-0.1940406,-0.1447565,-0.1100088,-0.2755554,-0.1810903,-0.409571,FALSE,0,0,0.0204782,0.00613827,-0.2284807,0
chr7:44710762-44710933,0.23649164,0.02018989,0.37467675,0.40046383,0.36554886,0.05682878,0.0242524,-0.0979242,0.08717647,0.25795553,FALSE,0,1,0.34558013,0.24247183,0.17077906,0
chr7:4642347-4642518,-0.2288287,-0.1269859,-0.2739397,-0.1888168,0.11108102,0.00425988,0.02895673,0.05438688,0.04967113,-0.2046428,FALSE,0,0,0.00516374,0.00083939,-0.2543139,0
chr7:47453121-47453292,-0.0147404,0.09080159,0.11147769,-0.0158516,0.47193256,0.49193029,0.37926439,0.38716559,0.43257321,0.04292183,FALSE,1,0,0.00173518,0.00014083,-0.3896514,0
chr7:47637054-47637224,-0.4416974,-0.5121104,-0.5114728,-0.6309449,-0.8531072,-0.7060112,-0.4307268,-0.5169993,-0.6267111,-0.5240564,FALSE,0,0,0.48635193,0.37398748,0.10265475,0
chr7:4785466-4785637,0.1220287,0.30492256,-0.004192,0.09372998,0.46660384,0.43843852,0.46536838,0.23994837,0.40258978,0.1291223,FALSE,1,1,0.04690823,0.01849506,-0.2734675,0
chr7:4785616-4785787,0.15813339,0.22619771,0.15955842,0.25220048,0.08157501,-0.0819515,0.01922931,0.02999157,0.0122111,0.1990225,FALSE,0,1,0.01886265,0.00551919,0.1868114,0
chr7:4791516-4791687,-1.340316,-1.3798423,-1.2601809,-1.3053921,-0.2032213,-0.1499937,-0.1797359,-0.1706307,-0.1758954,-1.3214328,FALSE,0,0,0.00016077,1.63E-06,-1.1455374,0
chr7:4796255-4796426,-1.379109,-0.7021136,-1.059523,-1.1209986,0.09973778,0.39072078,0.28372298,0.21673863,0.24773004,-1.0654361,FALSE,1,0,0.00532736,0.00088318,-1.3131661,1
chr7:4820043-4820214,-1.0464972,-0.7784665,-0.7468419,-1.0608695,0.06035682,0.14083413,-0.3578703,0.1056189,-0.0127651,-0.9081688,FALSE,0,0,0.00612846,0.0011135,-0.8954037,0
chr7:48638021-48638192,-0.1263723,-0.3255161,-0.1574577,-0.3318637,0.07536608,-0.2502793,-0.2190534,-0.1700687,-0.1410088,-0.2353025,FALSE,0,0,0.4590037,0.3472426,-0.0942936,0
chr7:51014795-51014966,0.07785184,-0.3601714,-0.1237485,-0.2090382,0.10042115,0.12647945,0.31445905,0.03363117,0.14374771,-0.1537766,FALSE,0,0,0.0850008,0.04021712,-0.2975243,0
chr7:51255715-51255886,0.22079504,-0.0081953,0.06091462,0.10442148,-0.3933779,-0.2736355,-0.2529484,-0.2029529,-0.2807287,0.09448397,FALSE,0,0,0.006085,0.00109437,0.37521264,0
chr7:53384844-53385015,0.0184514,0.09646997,0.26387624,0.16118918,0.07063906,-0.1752179,0.07398367,0.08008993,0.01237368,0.1349967,FALSE,0,1,0.27740328,0.18389081,0.12262301,0
chr7:53385007-53385178,0.10095775,0.10690184,0.22306087,0.1162196,-0.0385707,0.03299134,0.07022925,0.19002929,0.06366979,0.13678502,FALSE,0,1,0.35174733,0.24817773,0.07311523,0
chr7:5382466-5382637,0.82791758,0.85289391,0.88568148,0.89463093,0.23811208,-0.0676365,0.14456059,0.05641055,0.09286169,0.86528098,FALSE,0,1,0.00515857,0.00083974,0.77241928,2
chr7:5554079-5554250,-0.6221824,-0.6961653,-0.4373207,-0.4386293,0.02924669,-0.0215004,-0.2961337,-0.2708694,-0.1398142,-0.5485744,FALSE,0,0,0.02813708,0.00950446,-0.4087602,0
chr7:5563721-5563892,-0.1327505,0.01150862,-0.0224292,-0.1173284,-0.2615273,-0.0606704,-0.1950133,-0.0986235,-0.1539586,-0.0652499,FALSE,0,0,0.27128898,0.17846148,0.08870874,0
chr7:5587759-5587930,-0.4321219,-0.2347243,-0.1820529,-0.378315,-0.07036,0.14132194,-0.1941513,0.00971089,-0.0283696,-0.3068035,FALSE,0,0,0.05705403,0.02388981,-0.2784339,0
chr7:55936935-55937106,-0.1350732,-0.3445026,-0.220329,-0.1064735,0.19144523,-0.0330713,-0.4956761,-0.3489159,-0.1715545,-0.2015946,FALSE,0,0,0.90079077,0.86402803,-0.0300401,0
chr7:56660571-56660742,-0.0595555,-0.2768203,-0.1243132,-0.1707555,0.04231691,0.26826273,-0.1738468,-0.0030872,0.0334114,-0.1578612,FALSE,0,0,0.20761303,0.12690388,-0.1912725,0
chr7:6002805-6002976,0.31287937,0.17262684,0.0790473,0.23505957,0.28821462,0.24364934,0.04267181,0.18063568,0.18879286,0.19990327,FALSE,0,1,0.91589083,0.88379136,0.01111041,0
chr7:64305191-64305362,-0.4203104,-0.1193038,-0.3941304,0.03031607,-0.2372007,0.01768917,-0.0661881,-0.1107461,-0.0991115,-0.2258571,FALSE,0,0,0.46315414,0.35123679,-0.1267457,0
chr7:6484880-6485051,0.11971626,0.06127551,-0.2086687,0.10317139,0.07033921,0.0245474,0.08393691,0.05115372,0.05749431,0.01887361,FALSE,0,0,0.73594314,0.65245593,-0.0386207,0
chr7:65437952-65438123,0.53656484,0.16107727,0.28866699,0.2477218,0.17878884,0.2271558,0.04610761,-0.0251813,0.10671773,0.30850773,FALSE,0,1,0.16391028,0.09331208,0.20179,0
chr7:65960792-65960963,-0.0611464,-0.0402035,-0.1183407,-0.1306205,0.2485874,0.03985455,-0.1925663,0.05522265,0.03777458,-0.0875778,FALSE,0,0,0.36640615,0.26113936,-0.1253523,0
chr7:66115006-66115177,-0.1891727,-0.1979875,-0.2543142,-0.2090152,-0.6411398,-0.4097925,-0.3914417,-0.2965377,-0.4347279,-0.2126224,FALSE,0,0,0.10611775,0.05334026,0.22210553,0
chr7:67943116-67943287,1.09162273,1.01815299,1.12716761,1.22914737,0.23507195,0.45219967,0.37124924,0.35912932,0.35441254,1.11652267,FALSE,1,1,0.0005913,1.90E-05,0.76211013,2
