,Unnamed: 0,guide_chr,guide_start,guide_end,score,strand,protospacer_target,intended_target_region,gene_target,source,closest_gene,closest_dist,closest_gene_target,closest_dist_target
11528,11528,chr5,173283924,173283943,.,+,chr5:173283924-173283943(+),chr5:173283708-173284208,Element1025,TimeDep,RNA5SP200,8661,NKX2-5,48752
11529,11529,chr5,173283960,173283979,.,+,chr5:173283960-173283979(+),chr5:173283708-173284208,Element1025,TimeDep,RNA5SP200,8661,NKX2-5,48752
11530,11530,chr5,173284009,173284028,.,-,chr5:173284009-173284028(-),chr5:173283708-173284208,Element1025,TimeDep,RNA5SP200,8661,NKX2-5,48752
11531,11531,chr5,173284073,173284092,.,+,chr5:173284073-173284092(+),chr5:173283708-173284208,Element1025,TimeDep,RNA5SP200,8661,NKX2-5,48752
11532,11532,chr5,173284125,173284144,.,+,chr5:173284125-173284144(+),chr5:173283708-173284208,Element1025,TimeDep,RNA5SP200,8661,NKX2-5,48752
11533,11533,chr5,173284165,173284184,.,+,chr5:173284165-173284184(+),chr5:173283708-173284208,Element1025,TimeDep,RNA5SP200,8661,NKX2-5,48752
11534,11534,chr5,173290384,173290403,.,+,chr5:173290384-173290403(+),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11535,11535,chr5,173290433,173290452,.,-,chr5:173290433-173290452(-),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11536,11536,chr5,173290482,173290501,.,-,chr5:173290482-173290501(-),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11537,11537,chr5,173290529,173290548,.,+,chr5:173290529-173290548(+),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11538,11538,chr5,173290580,173290599,.,-,chr5:173290580-173290599(-),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11539,11539,chr5,173290634,173290653,.,+,chr5:173290634-173290653(+),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11540,11540,chr5,173290672,173290691,.,-,chr5:173290672-173290691(-),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11541,11541,chr5,173290732,173290751,.,+,chr5:173290732-173290751(+),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11542,11542,chr5,173290771,173290790,.,+,chr5:173290771-173290790(+),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11543,11543,chr5,173290842,173290861,.,-,chr5:173290842-173290861(-),chr5:173290358-173290872,Element1026,"TimeDep,TF",RNA5SP200,2004,NKX2-5,55409
11544,11544,chr5,173303869,173303888,.,+,chr5:173303869-173303888(+),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11545,11545,chr5,173303916,173303935,.,-,chr5:173303916-173303935(-),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11546,11546,chr5,173303967,173303986,.,-,chr5:173303967-173303986(-),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11547,11547,chr5,173304005,173304024,.,+,chr5:173304005-173304024(+),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11548,11548,chr5,173304091,173304110,.,-,chr5:173304091-173304110(-),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11549,11549,chr5,173304125,173304144,.,+,chr5:173304125-173304144(+),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11550,11550,chr5,173304159,173304178,.,+,chr5:173304159-173304178(+),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11551,11551,chr5,173304217,173304236,.,-,chr5:173304217-173304236(-),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11552,11552,chr5,173304290,173304309,.,-,chr5:173304290-173304309(-),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11553,11553,chr5,173304320,173304339,.,-,chr5:173304320-173304339(-),chr5:173303841-173304376,Element1027,"TimeDep,TF",MIR12118,378,NKX2-5,68902
11554,11554,chr5,173315773,173315792,.,+,chr5:173315773-173315792(+),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11555,11555,chr5,173315787,173315806,.,-,chr5:173315787-173315806(-),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11556,11556,chr5,173315839,173315858,.,-,chr5:173315839-173315858(-),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11557,11557,chr5,173315904,173315923,.,-,chr5:173315904-173315923(-),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11558,11558,chr5,173315938,173315957,.,-,chr5:173315938-173315957(-),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11559,11559,chr5,173315994,173316013,.,+,chr5:173315994-173316013(+),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11560,11560,chr5,173316057,173316076,.,+,chr5:173316057-173316076(+),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11561,11561,chr5,173316125,173316144,.,-,chr5:173316125-173316144(-),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11562,11562,chr5,173316157,173316176,.,+,chr5:173316157-173316176(+),chr5:173315737-173316237,Element1028,TF,MIR12118,12257,NKX2-5,80781
11563,11563,chr5,173328266,173328285,.,-,chr5:173328266-173328285(-),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11564,11564,chr5,173328309,173328328,.,+,chr5:173328309-173328328(+),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11565,11565,chr5,173328356,173328375,.,+,chr5:173328356-173328375(+),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11566,11566,chr5,173328397,173328416,.,-,chr5:173328397-173328416(-),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11567,11567,chr5,173328468,173328487,.,+,chr5:173328468-173328487(+),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11568,11568,chr5,173328504,173328523,.,+,chr5:173328504-173328523(+),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11569,11569,chr5,173328559,173328578,.,-,chr5:173328559-173328578(-),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11570,11570,chr5,173328618,173328637,.,-,chr5:173328618-173328637(-),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11571,11571,chr5,173328675,173328694,.,+,chr5:173328675-173328694(+),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11572,11572,chr5,173328746,173328765,.,+,chr5:173328746-173328765(+),chr5:173328233-173328774,Element1029,"TimeDep,TF",STC2,89,NKX2-5,93297
11573,11573,chr5,173329391,173329410,.,-,chr5:173329391-173329410(-),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11574,11574,chr5,173329463,173329482,.,-,chr5:173329463-173329482(-),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11575,11575,chr5,173329557,173329576,.,+,chr5:173329557-173329576(+),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11576,11576,chr5,173329665,173329684,.,+,chr5:173329665-173329684(+),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11577,11577,chr5,173329759,173329778,.,-,chr5:173329759-173329778(-),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11578,11578,chr5,173329839,173329858,.,+,chr5:173329839-173329858(+),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11579,11579,chr5,173329942,173329961,.,+,chr5:173329942-173329961(+),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11580,11580,chr5,173330052,173330071,.,-,chr5:173330052-173330071(-),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11581,11581,chr5,173330142,173330161,.,+,chr5:173330142-173330161(+),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11582,11582,chr5,173330221,173330240,.,-,chr5:173330221-173330240(-),chr5:173329368-173330309,Element1030,"TimeDep,TF",LOC124901137,1239,NKX2-5,94632
11583,11583,chr6,1575015,1575034,.,+,chr6:1575015-1575034(+),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11584,11584,chr6,1575047,1575066,.,-,chr6:1575047-1575066(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11585,11585,chr6,1575073,1575092,.,-,chr6:1575073-1575092(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11586,11586,chr6,1575138,1575157,.,-,chr6:1575138-1575157(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11587,11587,chr6,1575187,1575206,.,-,chr6:1575187-1575206(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11588,11588,chr6,1575226,1575245,.,-,chr6:1575226-1575245(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11589,11589,chr6,1575305,1575324,.,-,chr6:1575305-1575324(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11590,11590,chr6,1575333,1575352,.,-,chr6:1575333-1575352(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11591,11591,chr6,1575408,1575427,.,-,chr6:1575408-1575427(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11592,11592,chr6,1575434,1575453,.,-,chr6:1575434-1575453(-),chr6:1574967-1575467,Element1031,TF,LOC107986555,12259,FOXC1,34698
11593,11593,chr6,1597114,1597133,.,+,chr6:1597114-1597133(+),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11594,11594,chr6,1597157,1597176,.,-,chr6:1597157-1597176(-),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11595,11595,chr6,1597219,1597238,.,-,chr6:1597219-1597238(-),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11596,11596,chr6,1597287,1597306,.,-,chr6:1597287-1597306(-),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11597,11597,chr6,1597307,1597326,.,+,chr6:1597307-1597326(+),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11598,11598,chr6,1597376,1597395,.,-,chr6:1597376-1597395(-),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11599,11599,chr6,1597437,1597456,.,-,chr6:1597437-1597456(-),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11600,11600,chr6,1597456,1597475,.,+,chr6:1597456-1597475(+),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11601,11601,chr6,1597523,1597542,.,+,chr6:1597523-1597542(+),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11602,11602,chr6,1597572,1597591,.,-,chr6:1597572-1597591(-),chr6:1597103-1597603,Element1032,TF,FOXCUT,8178,FOXC1,12562
11603,11603,chr6,1606783,1606802,.,-,chr6:1606783-1606802(-),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11604,11604,chr6,1606831,1606850,.,-,chr6:1606831-1606850(-),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11605,11605,chr6,1606876,1606895,.,+,chr6:1606876-1606895(+),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11606,11606,chr6,1606950,1606969,.,-,chr6:1606950-1606969(-),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11607,11607,chr6,1606995,1607014,.,+,chr6:1606995-1607014(+),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11608,11608,chr6,1607024,1607043,.,-,chr6:1607024-1607043(-),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11609,11609,chr6,1607075,1607094,.,-,chr6:1607075-1607094(-),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11610,11610,chr6,1607133,1607152,.,-,chr6:1607133-1607152(-),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11611,11611,chr6,1607180,1607199,.,+,chr6:1607180-1607199(+),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11612,11612,chr6,1607219,1607238,.,-,chr6:1607219-1607238(-),chr6:1606765-1607265,Element1033,TF,FOXCUT,1484,FOXC1,2900
11613,11613,chr6,1607465,1607484,.,-,chr6:1607465-1607484(-),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11614,11614,chr6,1607503,1607522,.,-,chr6:1607503-1607522(-),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11615,11615,chr6,1607558,1607577,.,-,chr6:1607558-1607577(-),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11616,11616,chr6,1607597,1607616,.,+,chr6:1607597-1607616(+),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11617,11617,chr6,1607673,1607692,.,+,chr6:1607673-1607692(+),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11618,11618,chr6,1607712,1607731,.,+,chr6:1607712-1607731(+),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11619,11619,chr6,1607755,1607774,.,-,chr6:1607755-1607774(-),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11620,11620,chr6,1607792,1607811,.,-,chr6:1607792-1607811(-),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11621,11621,chr6,1607837,1607856,.,+,chr6:1607837-1607856(+),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11622,11622,chr6,1607907,1607926,.,-,chr6:1607907-1607926(-),chr6:1607437-1607937,Element1034,TF,FOXCUT,2156,FOXC1,2228
11623,11623,chr6,1609627,1609646,.,+,chr6:1609627-1609646(+),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11624,11624,chr6,1609664,1609683,.,+,chr6:1609664-1609683(+),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11625,11625,chr6,1609734,1609753,.,-,chr6:1609734-1609753(-),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11626,11626,chr6,1609753,1609772,.,-,chr6:1609753-1609772(-),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11627,11627,chr6,1609800,1609819,.,-,chr6:1609800-1609819(-),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11628,11628,chr6,1609861,1609880,.,-,chr6:1609861-1609880(-),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11629,11629,chr6,1609903,1609922,.,-,chr6:1609903-1609922(-),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11630,11630,chr6,1609959,1609978,.,+,chr6:1609959-1609978(+),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11631,11631,chr6,1610027,1610046,.,-,chr6:1610027-1610046(-),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11632,11632,chr6,1610068,1610087,.,+,chr6:1610068-1610087(+),chr6:1609599-1610099,Element1035,TF,FOXC1,66,FOXC1,66
11633,11633,chr6,1613788,1613807,.,-,chr6:1613788-1613807(-),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11634,11634,chr6,1613888,1613907,.,+,chr6:1613888-1613907(+),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11635,11635,chr6,1613935,1613954,.,-,chr6:1613935-1613954(-),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11636,11636,chr6,1614019,1614038,.,-,chr6:1614019-1614038(-),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11637,11637,chr6,1614047,1614066,.,+,chr6:1614047-1614066(+),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11638,11638,chr6,1614085,1614104,.,-,chr6:1614085-1614104(-),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11639,11639,chr6,1614142,1614161,.,-,chr6:1614142-1614161(-),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11640,11640,chr6,1614198,1614217,.,+,chr6:1614198-1614217(+),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11641,11641,chr6,1614235,1614254,.,+,chr6:1614235-1614254(+),chr6:1613785-1614285,Element1036,TF,FOXC1,4120,FOXC1,4120
11642,11642,chr6,1720606,1720625,.,+,chr6:1720606-1720625(+),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11643,11643,chr6,1720637,1720656,.,-,chr6:1720637-1720656(-),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11644,11644,chr6,1720672,1720691,.,+,chr6:1720672-1720691(+),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11645,11645,chr6,1720733,1720752,.,-,chr6:1720733-1720752(-),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11646,11646,chr6,1720788,1720807,.,+,chr6:1720788-1720807(+),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11647,11647,chr6,1720842,1720861,.,+,chr6:1720842-1720861(+),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11648,11648,chr6,1720879,1720898,.,+,chr6:1720879-1720898(+),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11649,11649,chr6,1720922,1720941,.,+,chr6:1720922-1720941(+),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11650,11650,chr6,1720998,1721017,.,-,chr6:1720998-1721017(-),chr6:1720567-1721067,Element1037,TF,LOC124901239,44794,FOXC1,110902
11651,11651,chr6,1726287,1726306,.,+,chr6:1726287-1726306(+),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11652,11652,chr6,1726341,1726360,.,-,chr6:1726341-1726360(-),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11653,11653,chr6,1726374,1726393,.,-,chr6:1726374-1726393(-),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11654,11654,chr6,1726430,1726449,.,-,chr6:1726430-1726449(-),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11655,11655,chr6,1726510,1726529,.,-,chr6:1726510-1726529(-),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11656,11656,chr6,1726532,1726551,.,+,chr6:1726532-1726551(+),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11657,11657,chr6,1726596,1726615,.,-,chr6:1726596-1726615(-),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11658,11658,chr6,1726650,1726669,.,+,chr6:1726650-1726669(+),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11659,11659,chr6,1726687,1726706,.,-,chr6:1726687-1726706(-),chr6:1726273-1726773,Element1038,TF,LOC124901239,39088,FOXC1,116608
11660,11660,chr6,1757907,1757926,.,-,chr6:1757907-1757926(-),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11661,11661,chr6,1757956,1757975,.,-,chr6:1757956-1757975(-),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11662,11662,chr6,1758004,1758023,.,+,chr6:1758004-1758023(+),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11663,11663,chr6,1758064,1758083,.,+,chr6:1758064-1758083(+),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11664,11664,chr6,1758092,1758111,.,+,chr6:1758092-1758111(+),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11665,11665,chr6,1758126,1758145,.,-,chr6:1758126-1758145(-),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11666,11666,chr6,1758207,1758226,.,+,chr6:1758207-1758226(+),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11667,11667,chr6,1758243,1758262,.,-,chr6:1758243-1758262(-),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11668,11668,chr6,1758273,1758292,.,-,chr6:1758273-1758292(-),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11669,11669,chr6,1758342,1758361,.,+,chr6:1758342-1758361(+),chr6:1757872-1758372,Element1039,TF,LOC124901239,7489,FOXC1,148207
11670,11670,chr6,21447922,21447941,.,-,chr6:21447922-21447941(-),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11671,11671,chr6,21447970,21447989,.,+,chr6:21447970-21447989(+),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11672,11672,chr6,21448022,21448041,.,+,chr6:21448022-21448041(+),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11673,11673,chr6,21448088,21448107,.,-,chr6:21448088-21448107(-),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11674,11674,chr6,21448131,21448150,.,-,chr6:21448131-21448150(-),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11675,11675,chr6,21448173,21448192,.,+,chr6:21448173-21448192(+),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11676,11676,chr6,21448212,21448231,.,+,chr6:21448212-21448231(+),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11677,11677,chr6,21448263,21448282,.,+,chr6:21448263-21448282(+),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11678,11678,chr6,21448333,21448352,.,-,chr6:21448333-21448352(-),chr6:21447908-21448408,Element1040,TF,LINC00581,63734,SOX4,145593
11679,11679,chr6,21500375,21500394,.,-,chr6:21500375-21500394(-),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11680,11680,chr6,21500405,21500424,.,-,chr6:21500405-21500424(-),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11681,11681,chr6,21500455,21500474,.,-,chr6:21500455-21500474(-),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11682,11682,chr6,21500489,21500508,.,-,chr6:21500489-21500508(-),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11683,11683,chr6,21500542,21500561,.,+,chr6:21500542-21500561(+),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11684,11684,chr6,21500628,21500647,.,-,chr6:21500628-21500647(-),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11685,11685,chr6,21500661,21500680,.,-,chr6:21500661-21500680(-),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11686,11686,chr6,21500693,21500712,.,-,chr6:21500693-21500712(-),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11687,11687,chr6,21500751,21500770,.,+,chr6:21500751-21500770(+),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11688,11688,chr6,21500782,21500801,.,-,chr6:21500782-21500801(-),chr6:21500329-21500829,Element1041,TF,LINC00581,11313,SOX4,93172
11689,11689,chr6,21539730,21539749,.,+,chr6:21539730-21539749(+),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11690,11690,chr6,21539762,21539781,.,+,chr6:21539762-21539781(+),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11691,11691,chr6,21539813,21539832,.,+,chr6:21539813-21539832(+),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11692,11692,chr6,21539867,21539886,.,+,chr6:21539867-21539886(+),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11693,11693,chr6,21539908,21539927,.,+,chr6:21539908-21539927(+),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11694,11694,chr6,21539968,21539987,.,-,chr6:21539968-21539987(-),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11695,11695,chr6,21540046,21540065,.,-,chr6:21540046-21540065(-),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11696,11696,chr6,21540069,21540088,.,-,chr6:21540069-21540088(-),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11697,11697,chr6,21540125,21540144,.,-,chr6:21540125-21540144(-),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11698,11698,chr6,21540168,21540187,.,+,chr6:21540168-21540187(+),chr6:21539707-21540207,Element1042,TF,LOC107986579,1128,SOX4,53794
11699,11699,chr6,21586968,21586987,.,+,chr6:21586968-21586987(+),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11700,11700,chr6,21587008,21587027,.,-,chr6:21587008-21587027(-),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11701,11701,chr6,21587070,21587089,.,+,chr6:21587070-21587089(+),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11702,11702,chr6,21587120,21587139,.,+,chr6:21587120-21587139(+),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11703,11703,chr6,21587162,21587181,.,-,chr6:21587162-21587181(-),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11704,11704,chr6,21587208,21587227,.,+,chr6:21587208-21587227(+),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11705,11705,chr6,21587275,21587294,.,-,chr6:21587275-21587294(-),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11706,11706,chr6,21587319,21587338,.,-,chr6:21587319-21587338(-),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11707,11707,chr6,21587365,21587384,.,-,chr6:21587365-21587384(-),chr6:21586957-21587457,Element1043,TF,SOX4,6544,SOX4,6544
11708,11708,chr6,21587615,21587634,.,+,chr6:21587615-21587634(+),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11709,11709,chr6,21587651,21587670,.,-,chr6:21587651-21587670(-),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
11710,11710,chr6,21587717,21587736,.,-,chr6:21587717-21587736(-),chr6:21587601-21588101,Element1044,TF,SOX4,5900,SOX4,5900
