,pval_outlier,target_region,target_name
chr3:38580142-38580161(+),0.9991,chr3:38580034-38580534,Element906
chr3:38580220-38580239(+),0.8982,chr3:38580034-38580534,Element906
chr3:38580236-38580255(+),0.9333,chr3:38580034-38580534,Element906
chr3:38580339-38580358(-),0.9751,chr3:38580034-38580534,Element906
chr3:38580505-38580524(-),0.4637,chr3:38580034-38580534,Element906
chr3:38630499-38630518(-),0.5894,chr3:38630480-38630980,Element907
chr3:38630595-38630614(+),0.9516,chr3:38630480-38630980,Element907
chr3:38630632-38630651(+),0.9991,chr3:38630480-38630980,Element907
chr3:38630714-38630733(-),0.7198,chr3:38630480-38630980,Element907
chr3:38630774-38630793(-),0.9949,chr3:38630480-38630980,Element907
chr3:38630906-38630925(+),1.0,chr3:38630480-38630980,Element907
chr3:38630932-38630951(-),0.9863,chr3:38630480-38630980,Element907
chr3:38649154-38649173(-),0.0864,chr3:38649132-38650132,Element908
chr3:38649237-38649256(-),0.2017,chr3:38649132-38650132,Element908
chr3:38649433-38649452(+),0.9998,chr3:38649132-38650132,Element908
chr3:38649763-38649782(-),1.0,chr3:38649132-38650132,Element908
chr3:38649834-38649853(+),0.8264,chr3:38649132-38650132,Element908
chr3:38649938-38649957(+),0.5894,chr3:38649132-38650132,Element908
chr3:38650086-38650105(+),0.9949,chr3:38649132-38650132,Element908
chr3:38723981-38724000(+),0.9999,chr3:38723961-38724461,Element909
chr3:38724034-38724053(-),0.641,chr3:38723961-38724461,Element909
chr3:38724208-38724227(-),0.9858,chr3:38723961-38724461,Element909
chr3:38724222-38724241(+),0.641,chr3:38723961-38724461,Element909
chr3:38724275-38724294(+),0.9582,chr3:38723961-38724461,Element909
chr3:38724314-38724333(-),0.9961,chr3:38723961-38724461,Element909
chr3:38724429-38724448(-),0.1605,chr3:38723961-38724461,Element909
chr3:38725707-38725726(+),1.0,chr3:38725697-38726197,Element910
chr3:38725751-38725770(-),1.0,chr3:38725697-38726197,Element910
chr3:38725815-38725834(+),1.0,chr3:38725697-38726197,Element910
chr3:38725873-38725892(+),1.0,chr3:38725697-38726197,Element910
chr3:38725937-38725956(+),1.0,chr3:38725697-38726197,Element910
chr3:38725969-38725988(-),1.0,chr3:38725697-38726197,Element910
chr3:38726000-38726019(+),1.0,chr3:38725697-38726197,Element910
chr3:38726064-38726083(+),1.0,chr3:38725697-38726197,Element910
chr3:38726138-38726157(+),1.0,chr3:38725697-38726197,Element910
chr3:38726155-38726174(-),1.0,chr3:38725697-38726197,Element910
chr3:125043129-125043148(-),0.641,chr3:125043050-125043550,Element911
chr3:125043216-125043235(-),0.9923,chr3:125043050-125043550,Element911
chr3:125043275-125043294(-),1.0,chr3:125043050-125043550,Element911
chr3:125043315-125043334(+),0.641,chr3:125043050-125043550,Element911
chr3:125043377-125043396(-),0.9751,chr3:125043050-125043550,Element911
chr3:125043436-125043455(+),0.8515,chr3:125043050-125043550,Element911
chr3:125043462-125043481(+),0.5536,chr3:125043050-125043550,Element911
chr3:125055603-125055622(-),0.7767,chr3:125055531-125056531,Element912
chr3:125055672-125055691(-),0.9863,chr3:125055531-125056531,Element912
chr3:125055731-125055750(+),0.7767,chr3:125055531-125056531,Element912
chr3:125055971-125055990(-),1.0,chr3:125055531-125056531,Element912
chr3:125056085-125056104(-),1.0,chr3:125055531-125056531,Element912
chr3:125056142-125056161(-),0.9785,chr3:125055531-125056531,Element912
chr3:125056370-125056389(-),0.9031,chr3:125055531-125056531,Element912
chr3:125063017-125063036(+),0.9863,chr3:125063002-125063502,Element913
chr3:125063075-125063094(-),0.5193,chr3:125063002-125063502,Element913
chr3:125063119-125063138(-),0.9785,chr3:125063002-125063502,Element913
chr3:125063213-125063232(-),1.0,chr3:125063002-125063502,Element913
chr3:125063269-125063288(-),1.0,chr3:125063002-125063502,Element913
chr3:125063321-125063340(-),0.5193,chr3:125063002-125063502,Element913
chr3:125063352-125063371(+),0.2549,chr3:125063002-125063502,Element913
chr3:125063460-125063479(+),0.7198,chr3:125063002-125063502,Element913
chr3:125067210-125067229(+),1.0,chr3:125067169-125067669,Element914
chr3:125067241-125067260(+),1.0,chr3:125067169-125067669,Element914
chr3:125067288-125067307(+),1.0,chr3:125067169-125067669,Element914
chr3:125067344-125067363(-),1.0,chr3:125067169-125067669,Element914
chr3:125067389-125067408(+),1.0,chr3:125067169-125067669,Element914
chr3:125067436-125067455(+),1.0,chr3:125067169-125067669,Element914
chr3:125067506-125067525(+),1.0,chr3:125067169-125067669,Element914
chr3:125067552-125067571(+),1.0,chr3:125067169-125067669,Element914
chr3:125067594-125067613(+),1.0,chr3:125067169-125067669,Element914
chr3:125067621-125067640(+),1.0,chr3:125067169-125067669,Element914
chr3:125120806-125120825(+),0.9984,chr3:125120744-125121244,Element915
chr3:125120940-125120959(-),0.9999,chr3:125120744-125121244,Element915
chr3:125120944-125120963(-),0.9031,chr3:125120744-125121244,Element915
chr3:125121090-125121109(+),0.9785,chr3:125120744-125121244,Element915
chr3:125121098-125121117(-),1.0,chr3:125120744-125121244,Element915
chr3:125121147-125121166(+),0.9785,chr3:125120744-125121244,Element915
chr3:125121207-125121226(-),0.9785,chr3:125120744-125121244,Element915
chr3:125144478-125144497(-),0.9991,chr3:125144440-125144940,Element916
chr3:125144560-125144579(-),1.0,chr3:125144440-125144940,Element916
chr3:125144621-125144640(+),0.9984,chr3:125144440-125144940,Element916
chr3:125144655-125144674(-),0.9991,chr3:125144440-125144940,Element916
chr3:125144701-125144720(-),0.7767,chr3:125144440-125144940,Element916
chr3:125144786-125144805(-),0.9998,chr3:125144440-125144940,Element916
chr3:125144791-125144810(+),0.5193,chr3:125144440-125144940,Element916
chr3:125374867-125374886(-),0.886,chr3:125374858-125375358,Element917
chr3:125374929-125374948(+),0.886,chr3:125374858-125375358,Element917
chr3:125374982-125375001(-),0.886,chr3:125374858-125375358,Element917
chr3:125375014-125375033(-),0.1832,chr3:125374858-125375358,Element917
chr3:125375116-125375135(-),0.9343,chr3:125374858-125375358,Element917
chr3:125375327-125375346(+),0.886,chr3:125374858-125375358,Element917
chr3:125519917-125519936(+),0.9999,chr3:125519895-125520395,Element918
chr3:125519978-125519997(+),1.0,chr3:125519895-125520395,Element918
chr3:125520021-125520040(-),0.0746,chr3:125519895-125520395,Element918
chr3:125520113-125520132(-),0.2938,chr3:125519895-125520395,Element918
chr3:125520145-125520164(-),0.4637,chr3:125519895-125520395,Element918
chr3:125520230-125520249(-),0.8515,chr3:125519895-125520395,Element918
chr3:125520259-125520278(-),0.8982,chr3:125519895-125520395,Element918
chr3:125520312-125520331(+),0.7217,chr3:125519895-125520395,Element918
chr3:129087873-129087892(+),0.9999,chr3:129087848-129088348,Element919
chr3:129087992-129088011(-),0.9672,chr3:129087848-129088348,Element919
chr3:129088034-129088053(+),0.9672,chr3:129087848-129088348,Element919
chr3:129088140-129088159(+),0.9672,chr3:129087848-129088348,Element919
chr3:129088174-129088193(-),0.8685,chr3:129087848-129088348,Element919
chr3:129088215-129088234(-),0.9991,chr3:129087848-129088348,Element919
chr3:129088270-129088289(+),0.9672,chr3:129087848-129088348,Element919
chr3:129090397-129090416(+),0.9305,chr3:129090373-129090873,Element920
chr3:129090429-129090448(-),0.9031,chr3:129090373-129090873,Element920
chr3:129090533-129090552(-),0.9984,chr3:129090373-129090873,Element920
chr3:129090577-129090596(+),0.9949,chr3:129090373-129090873,Element920
chr3:129090669-129090688(+),0.9949,chr3:129090373-129090873,Element920
chr3:129090679-129090698(-),1.0,chr3:129090373-129090873,Element920
chr3:129090735-129090754(-),0.3799,chr3:129090373-129090873,Element920
chr3:129090827-129090846(-),0.7198,chr3:129090373-129090873,Element920
chr3:129120704-129120723(-),0.9999,chr3:129120688-129121188,Element921
chr3:129120792-129120811(-),0.9991,chr3:129120688-129121188,Element921
chr3:129120851-129120870(+),0.9999,chr3:129120688-129121188,Element921
chr3:129120941-129120960(+),0.5193,chr3:129120688-129121188,Element921
chr3:129121017-129121036(-),0.9305,chr3:129120688-129121188,Element921
chr3:129121091-129121110(-),0.9672,chr3:129120688-129121188,Element921
chr3:129121139-129121158(+),0.9672,chr3:129120688-129121188,Element921
chr3:129121773-129121792(-),0.8982,chr3:129121762-129122262,Element922
chr3:129121842-129121861(-),0.3757,chr3:129121762-129122262,Element922
chr3:129121888-129121907(-),0.7925,chr3:129121762-129122262,Element922
chr3:129121912-129121931(-),0.9582,chr3:129121762-129122262,Element922
chr3:129122067-129122086(-),0.9582,chr3:129121762-129122262,Element922
chr3:129122147-129122166(-),0.9858,chr3:129121762-129122262,Element922
chr3:129122173-129122192(-),0.9582,chr3:129121762-129122262,Element922
chr3:129127460-129127479(-),0.2549,chr3:129127449-129127949,Element923
chr3:129127535-129127554(-),0.9998,chr3:129127449-129127949,Element923
chr3:129127566-129127585(-),0.8685,chr3:129127449-129127949,Element923
chr3:129127606-129127625(-),0.8264,chr3:129127449-129127949,Element923
chr3:129127660-129127679(-),0.9915,chr3:129127449-129127949,Element923
chr3:129127763-129127782(+),0.8264,chr3:129127449-129127949,Element923
chr3:129127880-129127899(-),0.9672,chr3:129127449-129127949,Element923
chr3:129127914-129127933(-),0.9971,chr3:129127449-129127949,Element923
chr3:129161314-129161333(-),0.8264,chr3:129161228-129161728,Element924
chr3:129161369-129161388(+),0.9949,chr3:129161228-129161728,Element924
chr3:129161386-129161405(-),0.9915,chr3:129161228-129161728,Element924
chr3:129161430-129161449(+),1.0,chr3:129161228-129161728,Element924
chr3:129161561-129161580(+),0.5894,chr3:129161228-129161728,Element924
chr3:129161595-129161614(+),0.3799,chr3:129161228-129161728,Element924
chr3:129161631-129161650(-),0.9863,chr3:129161228-129161728,Element924
chr3:129161682-129161701(-),0.9915,chr3:129161228-129161728,Element924
chr3:129183765-129183784(+),0.7767,chr3:129183737-129184237,Element925
chr3:129183797-129183816(-),0.2549,chr3:129183737-129184237,Element925
chr3:129183866-129183885(+),0.062,chr3:129183737-129184237,Element925
chr3:129183903-129183922(-),0.9999,chr3:129183737-129184237,Element925
chr3:129184050-129184069(+),0.7767,chr3:129183737-129184237,Element925
chr3:129184097-129184116(-),0.5894,chr3:129183737-129184237,Element925
chr3:129184175-129184194(+),0.7198,chr3:129183737-129184237,Element925
chr3:129184203-129184222(-),1.0,chr3:129183737-129184237,Element925
chr3:129249296-129249315(+),0.9333,chr3:129249287-129249787,Element926
chr3:129249354-129249373(-),0.8515,chr3:129249287-129249787,Element926
chr3:129249399-129249418(-),0.2938,chr3:129249287-129249787,Element926
chr3:129249488-129249507(+),0.0746,chr3:129249287-129249787,Element926
chr3:129249537-129249556(+),0.9981,chr3:129249287-129249787,Element926
chr3:129249649-129249668(-),0.9981,chr3:129249287-129249787,Element926
chr3:129249696-129249715(-),0.9991,chr3:129249287-129249787,Element926
chr3:129278522-129278541(+),0.2549,chr3:129278505-129279005,Element927
chr3:129278557-129278576(+),0.9991,chr3:129278505-129279005,Element927
chr3:129278698-129278717(+),0.9031,chr3:129278505-129279005,Element927
chr3:129278710-129278729(-),0.9305,chr3:129278505-129279005,Element927
chr3:129278755-129278774(-),0.9949,chr3:129278505-129279005,Element927
chr3:129278816-129278835(+),0.5894,chr3:129278505-129279005,Element927
chr3:129278879-129278898(+),0.8264,chr3:129278505-129279005,Element927
chr3:129278927-129278946(+),1.0,chr3:129278505-129279005,Element927
chr3:129278966-129278985(+),0.1175,chr3:129278505-129279005,Element927
chr3:129279159-129279178(-),0.8264,chr3:129279150-129280063,Element928
chr3:129279361-129279380(+),0.9949,chr3:129279150-129280063,Element928
chr3:129279529-129279548(+),0.9971,chr3:129279150-129280063,Element928
chr3:129279662-129279681(-),0.9516,chr3:129279150-129280063,Element928
chr3:129279696-129279715(+),0.5193,chr3:129279150-129280063,Element928
chr3:129279810-129279829(+),0.9995,chr3:129279150-129280063,Element928
chr3:129279971-129279990(-),1.0,chr3:129279150-129280063,Element928
chr3:129305537-129305556(+),0.9923,chr3:129305528-129306028,Element929
chr3:129305599-129305618(+),0.9751,chr3:129305528-129306028,Element929
chr3:129305662-129305681(+),0.4637,chr3:129305528-129306028,Element929
chr3:129305714-129305733(+),0.7925,chr3:129305528-129306028,Element929
chr3:129305732-129305751(+),0.9981,chr3:129305528-129306028,Element929
chr3:129305803-129305822(+),0.8515,chr3:129305528-129306028,Element929
chr3:129305983-129306002(+),0.7925,chr3:129305528-129306028,Element929
chr3:129314785-129314804(+),0.8685,chr3:129314758-129315258,Element930
chr3:129314847-129314866(-),0.9915,chr3:129314758-129315258,Element930
chr3:129314858-129314877(+),0.4487,chr3:129314758-129315258,Element930
chr3:129314937-129314956(+),1.0,chr3:129314758-129315258,Element930
chr3:129315017-129315036(-),0.9984,chr3:129314758-129315258,Element930
chr3:129315108-129315127(+),0.2017,chr3:129314758-129315258,Element930
chr3:129315165-129315184(-),0.9998,chr3:129314758-129315258,Element930
chr3:129315216-129315235(+),0.9672,chr3:129314758-129315258,Element930
chr3:129316115-129316134(+),0.7217,chr3:129316045-129316976,Element931
chr3:129316140-129316159(+),1.0,chr3:129316045-129316976,Element931
chr3:129316245-129316264(-),0.1605,chr3:129316045-129316976,Element931
chr3:129316478-129316497(-),0.9582,chr3:129316045-129316976,Element931
chr3:129316613-129316632(+),1.0,chr3:129316045-129316976,Element931
chr3:129316698-129316717(-),0.1605,chr3:129316045-129316976,Element931
chr4:26218203-26218222(+),0.9516,chr4:26218191-26219102,Element932
chr4:26218334-26218353(+),0.9305,chr4:26218191-26219102,Element932
chr4:26218429-26218448(+),0.9998,chr4:26218191-26219102,Element932
chr4:26218473-26218492(+),0.9984,chr4:26218191-26219102,Element932
chr4:26218620-26218639(+),0.9863,chr4:26218191-26219102,Element932
chr4:26218740-26218759(+),0.2549,chr4:26218191-26219102,Element932
chr4:26218930-26218949(+),0.9672,chr4:26218191-26219102,Element932
chr4:26219070-26219089(+),0.9949,chr4:26218191-26219102,Element932
chr4:26319410-26319429(-),0.9785,chr4:26319387-26319887,Element933
chr4:26319442-26319461(-),0.8264,chr4:26319387-26319887,Element933
chr4:26319503-26319522(-),0.2017,chr4:26319387-26319887,Element933
chr4:26319598-26319617(+),1.0,chr4:26319387-26319887,Element933
chr4:26319642-26319661(-),0.9305,chr4:26319387-26319887,Element933
chr4:26319744-26319763(-),0.9999,chr4:26319387-26319887,Element933
chr4:26319813-26319832(-),0.9785,chr4:26319387-26319887,Element933
chr4:26319843-26319862(+),0.9863,chr4:26319387-26319887,Element933
chr4:26320592-26320611(-),0.9863,chr4:26320527-26321027,Element934
chr4:26320656-26320675(-),0.9516,chr4:26320527-26321027,Element934
chr4:26320683-26320702(-),0.1559,chr4:26320527-26321027,Element934
chr4:26320738-26320757(+),0.9949,chr4:26320527-26321027,Element934
chr4:26320781-26320800(-),0.6569,chr4:26320527-26321027,Element934
chr4:26320838-26320857(+),0.9949,chr4:26320527-26321027,Element934
chr4:26320895-26320914(+),0.9785,chr4:26320527-26321027,Element934
chr4:26320977-26320996(+),1.0,chr4:26320527-26321027,Element934
chr4:54197313-54197332(-),0.8264,chr4:54197293-54197793,Element935
chr4:54197351-54197370(+),0.9672,chr4:54197293-54197793,Element935
chr4:54197398-54197417(+),0.7767,chr4:54197293-54197793,Element935
chr4:54197544-54197563(+),1.0,chr4:54197293-54197793,Element935
chr4:54197616-54197635(+),1.0,chr4:54197293-54197793,Element935
chr4:54197660-54197679(+),0.6569,chr4:54197293-54197793,Element935
chr4:54197695-54197714(-),0.9031,chr4:54197293-54197793,Element935
chr4:54197753-54197772(+),0.9785,chr4:54197293-54197793,Element935
chr4:54217637-54217656(-),1.0,chr4:54217623-54218123,Element936
chr4:54217674-54217693(-),1.0,chr4:54217623-54218123,Element936
chr4:54217730-54217749(-),1.0,chr4:54217623-54218123,Element936
chr4:54217773-54217792(+),1.0,chr4:54217623-54218123,Element936
chr4:54217823-54217842(+),1.0,chr4:54217623-54218123,Element936
chr4:54217877-54217896(-),1.0,chr4:54217623-54218123,Element936
chr4:54217974-54217993(-),1.0,chr4:54217623-54218123,Element936
chr4:54218023-54218042(+),1.0,chr4:54217623-54218123,Element936
chr4:54226714-54226733(-),0.8515,chr4:54226649-54227149,Element937
chr4:54226753-54226772(+),0.3757,chr4:54226649-54227149,Element937
chr4:54226808-54226827(-),0.9582,chr4:54226649-54227149,Element937
chr4:54226851-54226870(+),0.8982,chr4:54226649-54227149,Element937
chr4:54226918-54226937(-),0.9923,chr4:54226649-54227149,Element937
chr4:54226949-54226968(-),0.9961,chr4:54226649-54227149,Element937
chr4:54227050-54227069(-),0.5536,chr4:54226649-54227149,Element937
chr4:54227617-54227636(+),0.9998,chr4:54227599-54228599,Element938
chr4:54227730-54227749(-),0.9995,chr4:54227599-54228599,Element938
chr4:54227824-54227843(-),0.9516,chr4:54227599-54228599,Element938
chr4:54227899-54227918(-),0.9863,chr4:54227599-54228599,Element938
chr4:54228005-54228024(-),0.9995,chr4:54227599-54228599,Element938
chr4:54228305-54228324(+),0.9785,chr4:54227599-54228599,Element938
chr4:54228504-54228523(+),0.9915,chr4:54227599-54228599,Element938
chr4:54232886-54232905(-),0.9984,chr4:54232777-54233777,Element939
chr4:54232977-54232996(-),0.9915,chr4:54232777-54233777,Element939
chr4:54233086-54233105(-),0.1175,chr4:54232777-54233777,Element939
chr4:54233279-54233298(+),0.7198,chr4:54232777-54233777,Element939
chr4:54233434-54233453(+),0.9915,chr4:54232777-54233777,Element939
chr4:54233600-54233619(-),1.0,chr4:54232777-54233777,Element939
chr4:54233699-54233718(+),0.9984,chr4:54232777-54233777,Element939
chr4:54254673-54254692(+),0.2938,chr4:54254641-54255141,Element940
chr4:54254736-54254755(+),0.9582,chr4:54254641-54255141,Element940
chr4:54254778-54254797(-),0.9961,chr4:54254641-54255141,Element940
chr4:54254893-54254912(+),0.9923,chr4:54254641-54255141,Element940
chr4:54254941-54254960(+),0.8982,chr4:54254641-54255141,Element940
chr4:54255019-54255038(-),0.9981,chr4:54254641-54255141,Element940
chr4:54255055-54255074(+),0.641,chr4:54254641-54255141,Element940
chr4:54276853-54276872(+),0.9785,chr4:54276829-54277329,Element941
chr4:54276879-54276898(+),0.9991,chr4:54276829-54277329,Element941
chr4:54277110-54277129(+),0.9971,chr4:54276829-54277329,Element941
chr4:54277174-54277193(-),0.9785,chr4:54276829-54277329,Element941
chr4:54277219-54277238(-),0.9998,chr4:54276829-54277329,Element941
chr4:54277298-54277317(-),1.0,chr4:54276829-54277329,Element941
chr4:94383120-94383139(+),0.9875,chr4:94382922-94383422,Element942
chr4:94383263-94383282(+),0.9366,chr4:94382922-94383422,Element942
chr4:94383329-94383348(-),0.9366,chr4:94382922-94383422,Element942
chr4:94406825-94406844(-),0.7767,chr4:94406802-94407302,Element943
chr4:94406852-94406871(+),0.0864,chr4:94406802-94407302,Element943
chr4:94406975-94406994(-),1.0,chr4:94406802-94407302,Element943
chr4:94407021-94407040(-),0.062,chr4:94406802-94407302,Element943
chr4:94407083-94407102(-),0.9915,chr4:94406802-94407302,Element943
chr4:94407168-94407187(-),0.5894,chr4:94406802-94407302,Element943
chr4:94407252-94407271(-),0.9995,chr4:94406802-94407302,Element943
chr4:94407715-94407734(+),1.0,chr4:94407701-94408201,Element944
chr4:94407772-94407791(+),1.0,chr4:94407701-94408201,Element944
chr4:94407832-94407851(-),1.0,chr4:94407701-94408201,Element944
chr4:94407863-94407882(-),1.0,chr4:94407701-94408201,Element944
chr4:94407941-94407960(-),1.0,chr4:94407701-94408201,Element944
chr4:94407974-94407993(-),1.0,chr4:94407701-94408201,Element944
chr4:94408019-94408038(-),1.0,chr4:94407701-94408201,Element944
chr4:94408058-94408077(-),1.0,chr4:94407701-94408201,Element944
chr4:94408146-94408165(-),1.0,chr4:94407701-94408201,Element944
chr4:94408168-94408187(+),1.0,chr4:94407701-94408201,Element944
chr4:94410599-94410618(+),0.9751,chr4:94410591-94411091,Element945
chr4:94410682-94410701(+),0.9923,chr4:94410591-94411091,Element945
chr4:94410720-94410739(+),0.641,chr4:94410591-94411091,Element945
chr4:94410748-94410767(+),0.8515,chr4:94410591-94411091,Element945
chr4:94410796-94410815(-),0.9582,chr4:94410591-94411091,Element945
chr4:94410845-94410864(-),0.9751,chr4:94410591-94411091,Element945
chr4:94410994-94411013(+),0.9923,chr4:94410591-94411091,Element945
chr4:94419838-94419857(+),0.9343,chr4:94419828-94420328,Element946
chr4:94419965-94419984(+),0.9924,chr4:94419828-94420328,Element946
chr4:94420032-94420051(+),0.0657,chr4:94419828-94420328,Element946
chr4:94420105-94420124(+),0.3818,chr4:94419828-94420328,Element946
chr4:94420199-94420218(-),0.9969,chr4:94419828-94420328,Element946
chr4:94420258-94420277(-),0.7263,chr4:94419828-94420328,Element946
chr4:94451890-94451909(+),0.9923,chr4:94451749-94452749,Element947
chr4:94452061-94452080(-),0.9858,chr4:94451749-94452749,Element947
chr4:94452176-94452195(+),0.7925,chr4:94451749-94452749,Element947
chr4:94452259-94452278(-),1.0,chr4:94451749-94452749,Element947
chr4:94452608-94452627(+),0.9923,chr4:94451749-94452749,Element947
chr4:94452651-94452670(-),0.9333,chr4:94451749-94452749,Element947
chr4:94457703-94457722(+),0.4637,chr4:94457662-94458162,Element948
chr4:94457736-94457755(-),0.7217,chr4:94457662-94458162,Element948
chr4:94457812-94457831(-),0.9751,chr4:94457662-94458162,Element948
chr4:94457918-94457937(-),0.9991,chr4:94457662-94458162,Element948
chr4:94457963-94457982(+),0.9751,chr4:94457662-94458162,Element948
chr4:94458013-94458032(+),0.1117,chr4:94457662-94458162,Element948
chr4:94458068-94458087(-),0.2214,chr4:94457662-94458162,Element948
chr4:94458119-94458138(+),0.9582,chr4:94457662-94458162,Element948
chr4:94548515-94548534(-),0.9863,chr4:94548493-94548993,Element949
chr4:94548585-94548604(+),0.9863,chr4:94548493-94548993,Element949
chr4:94548596-94548615(+),0.9998,chr4:94548493-94548993,Element949
chr4:94548649-94548668(-),0.8264,chr4:94548493-94548993,Element949
chr4:94548786-94548805(-),0.3147,chr4:94548493-94548993,Element949
chr4:94548850-94548869(-),0.8264,chr4:94548493-94548993,Element949
chr4:94548917-94548936(-),1.0,chr4:94548493-94548993,Element949
chr4:94548948-94548967(+),0.3147,chr4:94548493-94548993,Element949
chr4:108043522-108043541(+),0.9949,chr4:108043505-108044005,Element950
chr4:108043583-108043602(+),0.9991,chr4:108043505-108044005,Element950
chr4:108043659-108043678(-),0.2017,chr4:108043505-108044005,Element950
chr4:108043749-108043768(-),0.9863,chr4:108043505-108044005,Element950
chr4:108043767-108043786(-),0.9984,chr4:108043505-108044005,Element950
chr4:108043863-108043882(+),1.0,chr4:108043505-108044005,Element950
chr4:108043912-108043931(-),0.9031,chr4:108043505-108044005,Element950
chr4:108043962-108043981(-),0.5894,chr4:108043505-108044005,Element950
chr4:108113145-108113164(+),0.8515,chr4:108113064-108113564,Element951
chr4:108113241-108113260(-),0.9751,chr4:108113064-108113564,Element951
chr4:108113284-108113303(+),0.9582,chr4:108113064-108113564,Element951
chr4:108113392-108113411(-),0.7925,chr4:108113064-108113564,Element951
chr4:108113463-108113482(+),0.9991,chr4:108113064-108113564,Element951
chr4:108113476-108113495(-),0.5536,chr4:108113064-108113564,Element951
chr4:108113515-108113534(-),0.9582,chr4:108113064-108113564,Element951
chr4:108117466-108117485(+),0.6182,chr4:108117450-108117950,Element952
chr4:108117511-108117530(-),0.0657,chr4:108117450-108117950,Element952
chr4:108117558-108117577(-),0.1832,chr4:108117450-108117950,Element952
chr4:108117617-108117636(-),0.9343,chr4:108117450-108117950,Element952
chr4:108117655-108117674(-),0.9829,chr4:108117450-108117950,Element952
chr4:108117750-108117769(+),0.9829,chr4:108117450-108117950,Element952
chr4:108117865-108117884(+),0.886,chr4:108117450-108117950,Element952
chr4:108135349-108135368(+),0.9305,chr4:108135317-108135817,Element953
chr4:108135392-108135411(+),0.9915,chr4:108135317-108135817,Element953
chr4:108135431-108135450(+),0.4487,chr4:108135317-108135817,Element953
chr4:108135490-108135509(+),0.9863,chr4:108135317-108135817,Element953
chr4:108135538-108135557(+),0.9995,chr4:108135317-108135817,Element953
chr4:108135622-108135641(-),0.3147,chr4:108135317-108135817,Element953
chr4:108135717-108135736(-),0.9998,chr4:108135317-108135817,Element953
chr4:108135768-108135787(-),0.9915,chr4:108135317-108135817,Element953
chr4:108166519-108166538(-),0.9333,chr4:108166503-108167003,Element954
chr4:108166606-108166625(-),0.7925,chr4:108166503-108167003,Element954
chr4:108166656-108166675(+),0.5536,chr4:108166503-108167003,Element954
chr4:108166756-108166775(+),0.8982,chr4:108166503-108167003,Element954
chr4:108166804-108166823(+),0.9996,chr4:108166503-108167003,Element954
chr4:108166857-108166876(+),0.9582,chr4:108166503-108167003,Element954
chr4:108166960-108166979(+),0.7925,chr4:108166503-108167003,Element954
chr4:108168738-108168757(-),1.0,chr4:108168728-108169228,Element955
chr4:108168779-108168798(+),0.062,chr4:108168728-108169228,Element955
chr4:108169001-108169020(-),0.2549,chr4:108168728-108169228,Element955
chr4:108169062-108169081(+),1.0,chr4:108168728-108169228,Element955
chr4:108169107-108169126(-),0.6569,chr4:108168728-108169228,Element955
chr4:108169152-108169171(+),1.0,chr4:108168728-108169228,Element955
chr4:108169180-108169199(+),0.9672,chr4:108168728-108169228,Element955
chr4:108172969-108172988(+),0.1605,chr4:108172864-108173645,Element956
chr4:108173021-108173040(-),0.9981,chr4:108172864-108173645,Element956
chr4:108173150-108173169(+),0.9961,chr4:108172864-108173645,Element956
chr4:108173182-108173201(-),0.9923,chr4:108172864-108173645,Element956
chr4:108173265-108173284(-),0.9333,chr4:108172864-108173645,Element956
chr4:108173351-108173370(-),0.0746,chr4:108172864-108173645,Element956
chr4:108173422-108173441(-),0.8515,chr4:108172864-108173645,Element956
chr4:108224531-108224550(-),1.0,chr4:108224502-108225002,Element957
chr4:108224599-108224618(-),1.0,chr4:108224502-108225002,Element957
chr4:108224634-108224653(+),1.0,chr4:108224502-108225002,Element957
chr4:108224677-108224696(+),1.0,chr4:108224502-108225002,Element957
chr4:108224752-108224771(+),1.0,chr4:108224502-108225002,Element957
chr4:108224810-108224829(-),1.0,chr4:108224502-108225002,Element957
chr4:108224858-108224877(-),1.0,chr4:108224502-108225002,Element957
chr4:108224906-108224925(+),1.0,chr4:108224502-108225002,Element957
chr4:108255177-108255196(-),0.9672,chr4:108255158-108255658,Element958
chr4:108255286-108255305(-),0.7198,chr4:108255158-108255658,Element958
chr4:108255335-108255354(-),0.9971,chr4:108255158-108255658,Element958
chr4:108255371-108255390(-),0.9031,chr4:108255158-108255658,Element958
chr4:108255457-108255476(+),0.9995,chr4:108255158-108255658,Element958
chr4:108255482-108255501(-),0.9999,chr4:108255158-108255658,Element958
chr4:108255570-108255589(-),0.9991,chr4:108255158-108255658,Element958
chr4:110610575-110610594(-),0.9858,chr4:110610557-110611057,Element959
chr4:110610639-110610658(+),0.9751,chr4:110610557-110611057,Element959
chr4:110610661-110610680(+),0.9981,chr4:110610557-110611057,Element959
chr4:110610707-110610726(+),0.8515,chr4:110610557-110611057,Element959
chr4:110610914-110610933(-),0.7925,chr4:110610557-110611057,Element959
chr4:110611034-110611053(-),0.9858,chr4:110610557-110611057,Element959
chr4:110614163-110614182(-),0.9998,chr4:110614139-110614639,Element960
chr4:110614189-110614208(+),0.1117,chr4:110614139-110614639,Element960
chr4:110614254-110614273(-),0.7925,chr4:110614139-110614639,Element960
chr4:110614358-110614377(+),0.8515,chr4:110614139-110614639,Element960
chr4:110614423-110614442(-),0.1117,chr4:110614139-110614639,Element960
chr4:110614490-110614509(+),0.9999,chr4:110614139-110614639,Element960
chr4:110614587-110614606(-),0.7925,chr4:110614139-110614639,Element960
chr4:110615616-110615635(+),0.9858,chr4:110615583-110616083,Element961
