,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log,region_name,source,is_enhancer
chr3:27721778-27722278,11.0069580078125,0.0,10.976806640625,0.0,11.806884765625,0.0,9.500244140625,0.0,10.6907958984375,0.0,10.5640869140625,0.0,9.798095703125,0.0,11.48681640625,0.0,9.00927734375,0.0,11.6561279296875,0.0,11.942626953125,0.0,9.6954345703125,0.0,13.6357421875,0.0,9.9886474609375,0.0,12.044189453125,0.0,10.532958984375,0.0,12.0531005859375,0.0,7.3963623046875,0.0,10.55126953125,0.0,10.5794677734375,0.0,0.0,0.0,10.745794677734375,1.3438256535863324,5.0,1.0312385381516342,Element897,TF,True
chr3:27728457-27728957,23.0469970703125,0.0,21.5833740234375,0.0,27.3394775390625,0.0,27.87841796875,0.0,24.748779296875,0.0,20.85888671875,0.0,21.351806640625,0.0,26.3170166015625,0.0,24.3197021484375,0.0,20.510009765625,0.0,21.60400390625,0.0,23.052734375,0.0,22.7642822265625,0.0,27.512451171875,0.0,25.1500244140625,0.0,23.002197265625,0.0,24.8096923828125,0.0,24.2108154296875,0.0,25.148681640625,0.0,26.248291015625,0.0,0.0,0.0,24.072882080078124,2.2690388499205034,5.0,1.3815280884696435,Element898,TF,True
chr3:27729955-27730455,1.43994140625,0.249,0.7554931640625,0.843,1.71435546875,0.121,1.60205078125,0.14,0.78662109375,0.819,1.0189208984375,0.574,0.9508056640625,0.644,1.125732421875,0.445,1.1522216796875,0.381,0.7613525390625,0.83,1.185302734375,0.415,0.723876953125,0.867,1.1282958984375,0.454,1.53466796875,0.179,1.73974609375,0.124,1.1436767578125,0.477,1.218017578125,0.363,1.164794921875,0.436,1.1805419921875,0.4,1.7735595703125,0.095,0.4428000000000001,0.25426666482672333,1.204998779296875,0.33374344973233744,0.3537825799889331,0.08098660695661355,Element899,TF,True
chr3:27860980-27861644,3.0321044921875,0.011,3.6641845703125,0.005,3.80810546875,0.004,1.8890380859375,0.115,3.4716796875,0.008,4.2728271484375,0.0,3.473388671875,0.005,4.031982421875,0.004,2.4365234375,0.031,5.0323486328125,0.0,4.0682373046875,0.002,2.9805908203125,0.017,6.274658203125,0.0,1.952880859375,0.101,4.72265625,0.0,3.5716552734375,0.004,3.094970703125,0.012,1.9744873046875,0.112,2.9090576171875,0.015,2.345947265625,0.057,0.025150000000000006,0.03871253706896242,3.4503662109375,1.1146131791245157,1.5992893632267686,0.5378651921599088,Element901,TF,True
chr3:38533335-38533835,1.980712890625,0.144,2.3797607421875,0.057,2.192626953125,0.089,1.0535888671875,0.675,2.1695556640625,0.088,2.8060302734375,0.023,2.0562744140625,0.104,2.26318359375,0.07,1.25439453125,0.476,3.3682861328125,0.003,2.8861083984375,0.019,1.8275146484375,0.143,4.249267578125,0.001,1.0863037109375,0.61,2.906005859375,0.025,2.2109375,0.073,2.0146484375,0.12,1.5364990234375,0.276,1.999755859375,0.119,1.928466796875,0.152,0.16334999999999997,0.1961667590811987,2.20849609375,0.7671364606460183,0.786854275257165,0.3440966354421255,Element902,TimeDep,True
chr3:38536616-38537116,2.8734130859375,0.053,2.26416015625,0.101,2.9832763671875,0.035,4.2833251953125,0.006,2.3056640625,0.103,2.4061279296875,0.089,2.136474609375,0.139,2.706298828125,0.05,3.166748046875,0.007,2.0628662109375,0.155,1.9827880859375,0.208,2.765625,0.038,2.099853515625,0.144,4.189697265625,0.006,3.004150390625,0.039,2.050048828125,0.173,2.6436767578125,0.059,4.30322265625,0.004,3.679931640625,0.009,3.999755859375,0.005,0.07114999999999999,0.0640651600859789,2.895355224609375,0.7968133422994309,1.1477640605881128,0.46170185394381885,Element903,TimeDep,True
chr3:38543530-38544030,0.8125,0.882,1.105712890625,0.612,1.367431640625,0.437,1.2117919921875,0.535,1.068115234375,0.698,1.058349609375,0.689,1.3099365234375,0.482,1.494140625,0.342,1.2098388671875,0.514,1.45166015625,0.359,1.2913818359375,0.456,0.9012451171875,0.8,2.3553466796875,0.073,0.9365234375,0.818,1.58837890625,0.267,1.1124267578125,0.662,1.027099609375,0.689,1.0303955078125,0.713,0.899658203125,0.805,0.7110595703125,0.948,0.5890500000000001,0.22432295210723593,1.197149658203125,0.3579793744656646,0.22984046694161042,0.07814844586922827,Element904,TimeDep,True
chr3:38548093-38548593,1.724853515625,0.174,1.6953125,0.156,2.8712158203125,0.02,1.469482421875,0.261,2.1282958984375,0.073,2.62548828125,0.029,2.159423828125,0.068,2.7861328125,0.013,1.2779541015625,0.384,2.6971435546875,0.02,2.4853515625,0.038,1.298095703125,0.368,3.7559814453125,0.003,1.501708984375,0.246,3.530029296875,0.006,2.309814453125,0.032,2.01171875,0.098,1.4775390625,0.254,2.135986328125,0.079,1.863037109375,0.124,0.12230000000000003,0.12074248369327614,2.190228271484375,0.701542463492715,0.9125380338281807,0.34048938053860944,Element905,TimeDep,True
chr3:38580034-38580534,1.475830078125,0.317,2.03076171875,0.107,1.8184814453125,0.16,0.9512939453125,0.759,1.6529541015625,0.248,1.880126953125,0.143,1.392578125,0.345,1.781494140625,0.17,1.4423828125,0.329,2.717529296875,0.04,2.1942138671875,0.077,1.482177734375,0.302,3.3492431640625,0.007,0.8641357421875,0.827,2.6473388671875,0.026,1.9508056640625,0.131,1.2730712890625,0.456,1.3656005859375,0.386,1.2554931640625,0.447,1.219482421875,0.497,0.2887,0.22815993928544256,1.737249755859375,0.6214304020471141,0.5395381732734006,0.23986225931886004,Element906,TimeDep,True
chr3:38630480-38630980,3.2542724609375,0.034,3.6158447265625,0.017,3.370849609375,0.023,1.97314453125,0.258,3.0836181640625,0.049,4.265625,0.007,3.2734375,0.036,3.4698486328125,0.03,2.5596923828125,0.089,4.8896484375,0.003,4.1644287109375,0.01,2.7861328125,0.055,5.492919921875,0.002,1.543701171875,0.431,4.4051513671875,0.009,3.697021484375,0.017,2.98046875,0.047,2.0787353515625,0.211,2.8414306640625,0.05,2.226806640625,0.175,0.07765,0.10993743436011326,3.298638916015625,1.0050033821480497,1.1098026137899712,0.5183347783023785,Element907,TimeDep,True
chr3:38649132-38650132,8.2945556640625,0.0,9.31884765625,0.0,8.319580078125,0.0,5.794921875,0.0,8.30810546875,0.0,9.506591796875,0.0,8.224853515625,0.0,8.5858154296875,0.0,6.7606201171875,0.0,10.8060302734375,0.0,10.1461181640625,0.0,7.9168701171875,0.0,12.0791015625,0.0,5.9736328125,0.0,9.35498046875,0.0,8.705078125,0.0,8.4678955078125,0.0,5.646240234375,0.0,7.5732421875,0.0,6.5399169921875,0.0,0.0,0.0,8.31614990234375,1.6658191179711581,5.0,0.9199223090834295,Element908,TimeDep,True
chr3:38723961-38724461,7.43017578125,0.0,8.669189453125,0.0,7.945556640625,0.0,5.3367919921875,0.003,7.9500732421875,0.0,8.81494140625,0.0,7.6651611328125,0.0,8.26611328125,0.0,6.0465087890625,0.0,10.384765625,0.0,9.7198486328125,0.0,7.3377685546875,0.0,11.9776611328125,0.0,5.595947265625,0.0,9.1212158203125,0.0,8.0411376953125,0.0,8.2567138671875,0.0,5.0670166015625,0.003,7.2060546875,0.0,6.1630859375,0.001,0.00035,0.0009333020044867296,7.849786376953125,1.7274725031321436,3.4436974992327127,0.894857838073553,Element909,TimeDep,True
chr3:38725697-38726197,0.8636474609375,0.788,0.598876953125,0.977,1.6591796875,0.21,1.9205322265625,0.115,1.2772216796875,0.393,1.1517333984375,0.548,0.84716796875,0.798,1.4522705078125,0.349,1.2261962890625,0.426,0.6851806640625,0.948,1.0374755859375,0.627,0.8883056640625,0.771,1.07568359375,0.576,1.6500244140625,0.194,1.2425537109375,0.454,0.9522705078125,0.752,1.2548828125,0.435,1.3875732421875,0.314,1.5235595703125,0.229,1.884033203125,0.12,0.5012000000000001,0.27004592202068156,1.22891845703125,0.374547505722104,0.29998027267091604,0.08952306690903396,Element910,TimeDep,True
chr3:125043050-125043550,2.1629638671875,0.202,2.2430419921875,0.164,1.915771484375,0.264,1.4027099609375,0.57,2.20556640625,0.158,2.267333984375,0.176,1.588623046875,0.448,2.4423828125,0.124,1.3443603515625,0.582,3.3409423828125,0.031,2.2017822265625,0.177,1.7716064453125,0.333,3.845458984375,0.009,1.6416015625,0.417,2.480712890625,0.132,1.5396728515625,0.502,1.8427734375,0.334,1.59912109375,0.424,2.249755859375,0.154,1.854736328125,0.286,0.27435,0.1703097101413218,2.0970458984375,0.6201317467306366,0.5616792058135507,0.3216079360542753,Element911,TimeDep,True
chr3:125055531-125056531,1.7965087890625,0.112,1.65234375,0.132,2.5657958984375,0.021,1.71337890625,0.103,1.814208984375,0.095,2.1748046875,0.05,1.66552734375,0.165,2.7159423828125,0.016,1.32421875,0.296,2.73046875,0.016,2.20947265625,0.052,1.3294677734375,0.29,3.7861328125,0.0,1.524658203125,0.185,3.3658447265625,0.003,1.78515625,0.088,2.078369140625,0.069,1.11865234375,0.453,2.254150390625,0.035,2.1612548828125,0.056,0.11185,0.11715948419501558,2.08831787109375,0.6799089615597329,0.9513251850077706,0.3197966050365931,Element912,TimeDep,True
chr3:125063002-125063502,1.517333984375,0.454,1.1734619140625,0.695,1.858642578125,0.27,2.2401123046875,0.125,1.3216552734375,0.581,1.0860595703125,0.781,0.980712890625,0.839,1.51513671875,0.436,1.7979736328125,0.248,0.8408203125,0.934,1.115966796875,0.737,1.2423095703125,0.614,1.04443359375,0.798,2.28857421875,0.097,1.9493408203125,0.21,1.429443359375,0.53,1.35302734375,0.534,2.072021484375,0.155,1.6151123046875,0.352,2.13037109375,0.16,0.47750000000000004,0.26586532007964603,1.52862548828125,0.445614138456974,0.321017529003075,0.1843010967297964,Element913,TimeDep,True
chr3:125067169-125067669,0.9876708984375,0.711,1.6983642578125,0.204,1.3583984375,0.371,1.0802001953125,0.578,1.3282470703125,0.424,1.4373779296875,0.356,1.2054443359375,0.502,1.495849609375,0.319,1.13427734375,0.571,1.9842529296875,0.105,1.8756103515625,0.149,1.330078125,0.389,3.06396484375,0.015,1.0958251953125,0.571,1.797607421875,0.18,1.2998046875,0.438,1.351806640625,0.397,0.8974609375,0.815,1.3768310546875,0.37,1.1136474609375,0.578,0.40214999999999995,0.2050112384595948,1.445635986328125,0.48039785910090876,0.3956011277799812,0.16005895061347605,Element914,TimeDep,True
chr3:125120744-125121244,1.4892578125,0.546,1.502685546875,0.49,1.5067138671875,0.515,1.537109375,0.474,0.9202880859375,0.902,1.142333984375,0.8,1.0556640625,0.826,1.4708251953125,0.553,1.3343505859375,0.625,1.5491943359375,0.497,1.25927734375,0.672,1.4381103515625,0.539,2.0787353515625,0.195,1.7125244140625,0.378,2.07373046875,0.232,0.9254150390625,0.912,1.1351318359375,0.765,1.9034423828125,0.262,1.143310546875,0.761,1.6124267578125,0.446,0.5694999999999999,0.21291498179715818,1.4395263671875,0.3369753257983359,0.24449864576101787,0.15821962407284432,Element915,TimeDep,True
chr3:125144440-125144940,6.7520751953125,0.0,7.1746826171875,0.0,7.7467041015625,0.0,4.3966064453125,0.009,6.5927734375,0.0,7.9927978515625,0.0,7.21044921875,0.0,7.6024169921875,0.0,5.616943359375,0.0,8.9727783203125,0.0,8.2119140625,0.0,6.0968017578125,0.0,10.7501220703125,0.0,4.670654296875,0.002,8.8099365234375,0.0,7.6263427734375,0.0,6.944091796875,0.001,4.0810546875,0.006,5.7156982421875,0.001,5.0157470703125,0.003,0.0011,0.0023819496658255214,6.899029541015625,1.6880179056979763,2.9546770212133424,0.83878800455996,Element916,TimeDep,True
chr3:125374858-125375358,2.9189453125,0.001,3.0284423828125,0.002,2.2979736328125,0.007,2.759033203125,0.002,2.549560546875,0.005,3.14404296875,0.002,2.4586181640625,0.009,2.71533203125,0.009,3.0863037109375,0.001,3.93994140625,0.0,3.612060546875,0.0,2.953369140625,0.0,3.84814453125,0.0,2.1483154296875,0.014,3.1600341796875,0.002,2.4517822265625,0.008,2.6275634765625,0.012,2.7596435546875,0.002,2.6270751953125,0.008,2.6732177734375,0.011,0.004750000000000001,0.004563874162202662,2.887969970703125,0.4804594504632083,2.322393047279507,0.46059267309921803,Element917,TF,True
chr3:125519895-125520395,2.2764892578125,0.024,1.9349365234375,0.042,2.39599609375,0.019,1.690673828125,0.098,1.8448486328125,0.061,2.4615478515625,0.012,1.569091796875,0.1,2.2305908203125,0.023,1.4365234375,0.143,2.41064453125,0.018,2.450927734375,0.012,1.53466796875,0.121,2.670654296875,0.009,1.594482421875,0.114,2.456298828125,0.016,1.9268798828125,0.053,2.27392578125,0.025,0.932861328125,0.479,1.8355712890625,0.06,2.23291015625,0.032,0.07305000000000002,0.10421711900996324,2.008026123046875,0.44936942513169326,1.136320332124102,0.3027693583839937,Element918,TF,True
chr3:129087848-129088348,1.0283203125,0.885,0.958984375,0.912,1.3109130859375,0.692,1.072998046875,0.847,0.981689453125,0.916,1.1619873046875,0.832,0.7364501953125,0.979,1.3311767578125,0.701,0.740478515625,0.985,1.5333251953125,0.533,1.0965576171875,0.845,0.7982177734375,0.975,2.2218017578125,0.172,1.1453857421875,0.794,1.8365478515625,0.358,0.8465576171875,0.965,0.8931884765625,0.945,0.90869140625,0.931,1.116455078125,0.833,1.2777099609375,0.709,0.7904500000000001,0.21653600041028795,1.149871826171875,0.37066874140208317,0.10212010197314425,0.06064943314612883,Element919,TF,True
chr3:129090373-129090873,1.3770751953125,0.406,1.6983642578125,0.182,1.0982666015625,0.636,1.1669921875,0.547,1.4869384765625,0.324,1.6773681640625,0.244,1.503662109375,0.308,1.546142578125,0.276,1.5203857421875,0.284,2.469482421875,0.034,1.8104248046875,0.188,1.5213623046875,0.279,2.7860107421875,0.031,0.77685546875,0.906,1.651611328125,0.248,1.4818115234375,0.352,0.9664306640625,0.712,1.88916015625,0.148,1.3271484375,0.419,0.85009765625,0.864,0.36939999999999995,0.24721573787409165,1.530279541015625,0.48491893575670847,0.4324913523012016,0.1847707720145464,Element920,TF,True
chr3:129120688-129121188,7.92578125,0.0,9.390869140625,0.0,8.302978515625,0.0,5.328857421875,0.0,8.3822021484375,0.0,9.806396484375,0.0,8.5343017578125,0.0,8.53857421875,0.0,6.49462890625,0.0,11.58154296875,0.0,10.30126953125,0.0,8.2451171875,0.0,12.8560791015625,0.0,5.8302001953125,0.001,9.5523681640625,0.0,8.5745849609375,0.0,8.5947265625,0.0,6.2806396484375,0.0,7.3350830078125,0.0,6.6334228515625,0.0,5e-05,0.00022360679774997898,8.424481201171876,1.8728871497084656,4.221848749616356,0.9255431655189575,Element921,TF,True
chr3:129121762-129122262,3.38037109375,0.008,3.7720947265625,0.001,3.518798828125,0.008,2.107666015625,0.067,3.3980712890625,0.01,4.5277099609375,0.001,3.5340576171875,0.007,3.6793212890625,0.004,2.6591796875,0.02,4.957275390625,0.001,4.3399658203125,0.0,3.070556640625,0.012,5.8131103515625,0.001,1.9656982421875,0.1,4.06103515625,0.004,3.6031494140625,0.009,3.457763671875,0.008,1.9366455078125,0.126,3.0135498046875,0.012,2.6033935546875,0.033,0.0216,0.03499533803538017,3.469970703125,0.9826416140292253,1.6653452331167586,0.5403258080690116,Element922,TF,True
chr3:129127449-129127949,1.676025390625,0.331,1.5443115234375,0.388,2.4013671875,0.089,1.8204345703125,0.239,1.4708251953125,0.454,1.625244140625,0.388,1.154052734375,0.701,2.3023681640625,0.112,1.029296875,0.774,2.007568359375,0.165,2.0255126953125,0.184,1.215576171875,0.648,3.171142578125,0.02,1.7716064453125,0.275,2.7435302734375,0.059,1.3802490234375,0.555,2.08349609375,0.155,0.7945556640625,0.948,2.0390625,0.173,1.9000244140625,0.233,0.34455,0.2601615844047695,1.8078125,0.5797141136806419,0.4627351412454563,0.2571533849678624,Element923,TF,True
chr3:129161228-129161728,2.1900634765625,0.144,2.494873046875,0.082,3.0574951171875,0.033,1.27197265625,0.584,2.28515625,0.118,2.822021484375,0.053,2.021240234375,0.177,2.8494873046875,0.035,1.7359619140625,0.275,3.5107421875,0.011,3.364013671875,0.016,1.8465576171875,0.242,4.413330078125,0.003,1.402587890625,0.498,3.830078125,0.01,2.795654296875,0.044,2.496826171875,0.075,1.0887451171875,0.762,1.8272705078125,0.247,1.748291015625,0.262,0.18355,0.21096481996569452,2.452618408203125,0.8849934131696999,0.7362219509773783,0.38962998354959155,Element924,TF,True
chr3:129183737-129184237,5.21630859375,0.0,5.0380859375,0.0,3.5089111328125,0.003,6.5291748046875,0.0,4.714111328125,0.0,4.224609375,0.0,3.981689453125,0.002,4.67578125,0.002,5.9512939453125,0.0,5.2451171875,0.0,4.1885986328125,0.002,5.6553955078125,0.0,4.8739013671875,0.0,6.4583740234375,0.0,3.9713134765625,0.0,3.4073486328125,0.003,4.6175537109375,0.0,6.6387939453125,0.0,5.7828369140625,0.001,6.286376953125,0.0,0.0006500000000000001,0.0010894228312566055,5.04827880859375,1.0072981032530584,3.1804560644581312,0.7031433323077978,Element925,TF,True
chr3:129249287-129249787,13.7333984375,0.0,14.56103515625,0.0,16.7349853515625,0.0,12.5347900390625,0.0,15.20654296875,0.0,16.21044921875,0.0,15.256591796875,0.0,16.21533203125,0.0,13.2305908203125,0.0,16.7972412109375,0.0,16.3970947265625,0.0,13.0657958984375,0.0,18.7928466796875,0.0,12.9361572265625,0.0,18.6839599609375,0.0,16.2108154296875,0.0,14.7489013671875,0.0,12.6666259765625,0.0,14.70849609375,0.0,14.943115234375,0.0,0.0,0.0,15.18173828125,1.8440104136460376,5.0,1.1813215003298436,Element926,TF,True
chr3:129278505-129279005,4.94873046875,0.0,5.9510498046875,0.0,4.451904296875,0.0,3.252197265625,0.015,5.01806640625,0.0,6.0478515625,0.0,5.1561279296875,0.001,4.97021484375,0.0,3.8055419921875,0.003,7.4520263671875,0.0,6.515869140625,0.0,4.9884033203125,0.001,8.1572265625,0.0,3.3873291015625,0.009,5.2445068359375,0.0,4.903076171875,0.001,5.175537109375,0.002,3.959716796875,0.007,4.787109375,0.0,3.978271484375,0.004,0.00215,0.003937338133682116,5.107537841796875,1.250936870132544,2.6655462488490693,0.7082115930083885,Element927,TF,True
chr3:129279150-129280063,5.4041748046875,0.001,6.2607421875,0.0,5.4725341796875,0.0,3.3619384765625,0.017,5.469482421875,0.001,6.908447265625,0.0,5.8072509765625,0.0,5.8671875,0.0,4.266357421875,0.005,7.9893798828125,0.001,6.5546875,0.0,5.0645751953125,0.002,9.2083740234375,0.0,3.695556640625,0.01,6.9652099609375,0.0,5.7825927734375,0.001,5.3858642578125,0.001,3.6689453125,0.01,5.2109375,0.001,4.3992919921875,0.002,0.0026000000000000007,0.004546832327074126,5.637176513671875,1.4493921110329437,2.583359492661719,0.7510616338468822,Element928,TF,True
chr3:129305528-129306028,1.3350830078125,0.458,1.31494140625,0.505,1.4547119140625,0.387,1.94970703125,0.141,0.897216796875,0.838,0.806396484375,0.907,1.3240966796875,0.459,1.4490966796875,0.397,1.9937744140625,0.141,1.473876953125,0.358,1.0361328125,0.71,1.548828125,0.32,2.42236328125,0.069,2.093017578125,0.105,1.7979736328125,0.216,1.0283203125,0.751,1.0989990234375,0.652,2.1107177734375,0.114,1.38330078125,0.434,1.338623046875,0.439,0.4200500000000001,0.2512020522460587,1.49285888671875,0.44080452755643074,0.37668867196441047,0.17401875774795625,Element929,TF,True
chr3:129314758-129315258,4.2225341796875,0.005,4.8359375,0.001,3.508056640625,0.009,2.4722900390625,0.053,3.863037109375,0.005,4.846923828125,0.0,3.87353515625,0.006,4.119873046875,0.003,3.1788330078125,0.01,6.3394775390625,0.0,5.002685546875,0.003,4.0947265625,0.004,6.84814453125,0.0,2.579345703125,0.039,4.8724365234375,0.001,3.8167724609375,0.005,3.856201171875,0.008,3.2484130859375,0.011,3.4901123046875,0.011,2.859619140625,0.022,0.009800000000000001,0.01362505432147549,4.09644775390625,1.1271136349029756,2.0083309926200514,0.61240742023901,Element930,TF,True
chr3:129316045-129316976,4.91455078125,0.002,4.8709716796875,0.003,4.89501953125,0.003,3.8992919921875,0.008,4.09033203125,0.007,5.28564453125,0.002,4.818115234375,0.001,4.8685302734375,0.001,4.1785888671875,0.004,5.6444091796875,0.0,5.838134765625,0.0,4.18701171875,0.01,6.91943359375,0.0,3.64990234375,0.01,5.501220703125,0.002,5.01025390625,0.003,5.2984619140625,0.001,2.8038330078125,0.052,4.2799072265625,0.009,3.9251708984375,0.007,0.00625,0.01129450262179279,4.743939208984375,0.9087984279095759,2.2034256667895704,0.6761391151429277,Element931,TF,True
chr4:26218191-26219102,1.643798828125,0.277,1.8099365234375,0.175,2.1077880859375,0.124,1.093505859375,0.646,1.6253662109375,0.266,2.1082763671875,0.107,1.5499267578125,0.334,2.35986328125,0.063,1.1763916015625,0.559,2.618896484375,0.043,2.1220703125,0.103,1.3975830078125,0.416,3.5531005859375,0.007,1.09912109375,0.647,3.0433349609375,0.027,1.9283447265625,0.151,1.8829345703125,0.172,0.9365234375,0.776,1.43994140625,0.362,1.2216796875,0.527,0.2891,0.2347356632021376,1.835919189453125,0.6791146423861941,0.5389368862964493,0.26385356120783454,Element932,TF,True
chr4:26319387-26319887,1.2354736328125,0.354,0.93505859375,0.593,1.3067626953125,0.288,0.87158203125,0.68,0.6534423828125,0.9,1.245361328125,0.354,0.7691650390625,0.805,1.2802734375,0.315,0.761962890625,0.794,1.4000244140625,0.237,1.2125244140625,0.324,0.72265625,0.828,1.8663330078125,0.086,0.7406005859375,0.827,1.8372802734375,0.092,1.1055908203125,0.451,1.0306396484375,0.513,0.689453125,0.876,0.9207763671875,0.594,0.8487548828125,0.705,0.5307999999999999,0.2646410876322078,1.071685791015625,0.35354822839849054,0.2750609039991807,0.030067472641774392,Element933,TF,True
chr4:26320527-26321027,8.65576171875,0.0,10.025634765625,0.0,9.1961669921875,0.0,6.1544189453125,0.0,9.0069580078125,0.0,10.042724609375,0.0,9.44677734375,0.0,9.4710693359375,0.0,7.4161376953125,0.0,11.5328369140625,0.0,10.6337890625,0.0,8.6793212890625,0.0,13.5382080078125,0.0,6.442626953125,0.0,10.601806640625,0.0,9.6622314453125,0.0,8.97607421875,0.0,6.2525634765625,0.0,7.758544921875,0.0,6.780029296875,0.0,0.0,0.0,9.01368408203125,1.873156672465304,5.0,0.9549023325418258,Element934,TF,True
chr4:54197293-54197793,1.6922607421875,0.21,2.0247802734375,0.113,2.4931640625,0.035,1.242919921875,0.448,2.130615234375,0.086,2.58447265625,0.042,1.9566650390625,0.127,2.5567626953125,0.042,1.3125,0.404,3.2857666015625,0.012,2.55419921875,0.036,1.68701171875,0.199,3.9642333984375,0.004,1.0826416015625,0.633,3.2342529296875,0.008,2.18310546875,0.073,1.8779296875,0.142,1.64111328125,0.193,1.8843994140625,0.145,1.806640625,0.176,0.1564,0.16486051520507938,2.159771728515625,0.7274236980669594,0.8057354839744828,0.3344078519449715,Element935,TimeDep,True
chr4:54217623-54218123,1.6798095703125,0.23,1.22412109375,0.492,2.8924560546875,0.019,2.7734375,0.033,1.9603271484375,0.142,1.3756103515625,0.412,1.8218994140625,0.166,2.89013671875,0.023,2.4324951171875,0.058,1.5289306640625,0.312,1.3651123046875,0.392,1.6170654296875,0.252,2.604248046875,0.037,2.59130859375,0.033,3.0341796875,0.022,1.8936767578125,0.161,1.517822265625,0.307,2.2802734375,0.061,1.982177734375,0.122,2.0797119140625,0.095,0.16844999999999996,0.1478827682926403,2.077239990234375,0.5743355990672376,0.773503203644481,0.3174866748757153,Element936,TimeDep,True
chr4:54226649-54227149,2.3175048828125,0.079,1.818603515625,0.184,1.0224609375,0.716,2.0701904296875,0.113,1.58203125,0.316,2.2734375,0.063,1.734375,0.217,1.804931640625,0.2,1.966796875,0.139,2.5391845703125,0.05,1.9339599609375,0.143,1.7783203125,0.187,2.4390869140625,0.06,1.7724609375,0.179,1.75439453125,0.215,1.3289794921875,0.456,1.4417724609375,0.364,2.1751708984375,0.089,2.19482421875,0.089,2.2310791015625,0.092,0.19754999999999995,0.1621823129431164,1.908978271484375,0.3853052708761033,0.7043009825104896,0.2808009851625822,Element937,TimeDep,True
chr4:54227599-54228599,1.0736083984375,0.803,1.107177734375,0.748,1.8333740234375,0.286,1.1812744140625,0.685,1.112548828125,0.73,1.645263671875,0.381,1.650146484375,0.351,1.654052734375,0.381,1.0462646484375,0.809,1.505126953125,0.467,1.60400390625,0.387,0.77392578125,0.948,2.422607421875,0.091,1.1588134765625,0.721,2.5235595703125,0.098,1.6339111328125,0.372,1.44921875,0.51,1.1444091796875,0.743,1.4539794921875,0.475,1.609130859375,0.37,0.5178,0.24184022563842042,1.479119873046875,0.4399636739009717,0.2858295666804379,0.17000337216670944,Element938,TimeDep,True
chr4:54232777-54233777,1.3011474609375,0.556,1.2420654296875,0.581,1.462890625,0.423,1.150390625,0.656,0.876708984375,0.901,1.8046875,0.243,1.2239990234375,0.586,0.962646484375,0.821,1.178955078125,0.597,1.6590576171875,0.294,1.4765625,0.392,1.1971435546875,0.627,1.721435546875,0.247,0.8348388671875,0.909,2.1058349609375,0.136,1.520751953125,0.38,0.97998046875,0.794,1.7176513671875,0.262,1.3092041015625,0.488,1.369873046875,0.476,0.51845,0.22618866717387665,1.354791259765625,0.3328446018463193,0.2852847444810905,0.1318723861953535,Element939,TimeDep,True
chr4:54254641-54255141,2.001953125,0.174,1.98388671875,0.192,1.3748779296875,0.533,1.9215087890625,0.23,1.4788818359375,0.478,1.70849609375,0.326,1.5263671875,0.418,1.9591064453125,0.222,2.016357421875,0.198,2.494384765625,0.087,1.4102783203125,0.496,1.9901123046875,0.182,2.80322265625,0.052,1.8697509765625,0.245,2.2137451171875,0.169,1.44482421875,0.495,1.0489501953125,0.781,2.618896484375,0.068,1.60400390625,0.401,1.3953857421875,0.502,0.31244999999999995,0.19194502365329288,1.84324951171875,0.4534556414857625,0.5052055715716337,0.26558412752949356,Element940,TimeDep,True
chr4:54276829-54277329,1.7257080078125,0.427,2.27734375,0.184,2.3489990234375,0.173,1.39306640625,0.656,1.9619140625,0.302,2.7239990234375,0.096,2.030029296875,0.305,2.3369140625,0.156,1.4136962890625,0.568,3.187255859375,0.051,2.6170654296875,0.095,1.7581787109375,0.375,4.219482421875,0.014,1.301025390625,0.709,3.1273193359375,0.045,2.07861328125,0.291,2.0440673828125,0.246,1.4215087890625,0.632,2.4173583984375,0.133,1.8677978515625,0.339,0.28985000000000005,0.21410505906164262,2.212567138671875,0.7178622676297308,0.5378117121298365,0.34489645790650714,Element941,TimeDep,True
chr4:94382922-94383422,3.007080078125,0.28,3.620849609375,0.149,3.7115478515625,0.134,1.8662109375,0.767,3.1884765625,0.27,3.8428955078125,0.128,3.3216552734375,0.243,3.4779052734375,0.219,2.08154296875,0.631,4.8154296875,0.052,4.5753173828125,0.069,2.8441162109375,0.325,6.033203125,0.01,1.9505615234375,0.721,4.731201171875,0.062,3.669189453125,0.155,3.7203369140625,0.154,1.98046875,0.708,2.832763671875,0.322,2.520263671875,0.457,0.2928,0.23897557681861437,3.38955078125,1.086480782675977,0.5334140954051129,0.5301421447660263,Element942,TimeDep,True
