,guide_chr,guide_start,guide_end,protospacer_target,transcript_target,closest_gene,closest_dist
12068,chr18,58865051,58865070,ZNF532_-_56532303.23-P1-1,ZNF532:P1,ZNF532,183
12069,chr18,58864896,58864915,ZNF532_-_56532303.23-P1-2,ZNF532:P1,ZNF532,28
12070,chr19,52429197,52429216,ZNF534_+_52932446.23-P1P2-1,ZNF534:P1P2,ZNF534,58
12071,chr19,52429239,52429258,ZNF534_+_52932446.23-P1P2-2,ZNF534:P1P2,ZNF534,100
12072,chr19,52429149,52429168,ZNF534_-_52932422.23-P1P2-1,ZNF534:P1P2,ZNF534,10
12073,chr19,52429242,52429261,ZNF534_-_52932422.23-P1P2-2,ZNF534:P1P2,ZNF534,103
12074,chr19,52429530,52429549,ZNF534_-_52932803.23-P1P2-1,ZNF534:P1P2,ZNF534,391
12075,chr19,52429419,52429438,ZNF534_-_52932803.23-P1P2-2,ZNF534:P1P2,ZNF534,280
12076,chr19,30372355,30372374,ZNF536_+_30863258.23-P1P2-1,ZNF536:P1P2,ZNF536,20
12077,chr19,30372798,30372817,ZNF536_+_30863258.23-P1P2-2,ZNF536:P1P2,ZNF536,423
12078,chr19,30372807,30372826,ZNF536_+_30863710.23-P1P2-1,ZNF536:P1P2,ZNF536,432
12079,chr19,30372442,30372461,ZNF536_+_30863710.23-P1P2-2,ZNF536:P1P2,ZNF536,67
12080,chr19,30372435,30372454,ZNF536_-_30863362.23-P1P2-1,ZNF536:P1P2,ZNF536,60
12081,chr19,30372358,30372377,ZNF536_-_30863362.23-P1P2-2,ZNF536:P1P2,ZNF536,17
12082,chr19,37551411,37551430,ZNF540_+_38042309.23-P2-1,ZNF540:P2,ZNF540,46
12083,chr19,37551395,37551414,ZNF540_+_38042309.23-P2-2,ZNF540:P2,ZNF540,30
12084,chr19,37551437,37551456,ZNF540_+_38042335.23-P2-1,ZNF540:P2,ZNF540,72
12085,chr19,37551403,37551422,ZNF540_+_38042335.23-P2-2,ZNF540:P2,ZNF540,38
12086,chr19,37551581,37551600,ZNF540_+_38042479.23-P2-1,ZNF540:P2,ZNF540,216
12087,chr19,37551366,37551385,ZNF540_+_38042479.23-P2-2,ZNF540:P2,ZNF540,1
12088,chr19,37594950,37594969,ZNF540_+_38085847.23-P1-1,ZNF540:P1,ZNF540,83
12089,chr19,37594899,37594918,ZNF540_+_38085847.23-P1-2,ZNF540:P1,ZNF540,32
12090,chr19,37594867,37594886,ZNF540_-_38085788.23-P1-1,ZNF540:P1,ZNF540,0
12091,chr19,37594926,37594945,ZNF540_-_38085788.23-P1-2,ZNF540:P1,ZNF540,59
12092,chr19,37594872,37594891,ZNF540_-_38085793.23-P1-1,ZNF540:P1,ZNF540,5
12093,chr19,37594920,37594939,ZNF540_-_38085793.23-P1-2,ZNF540:P1,ZNF540,53
12094,chr19,47540906,47540925,ZNF541_+_48044159.23-P1P2-1,ZNF541:P1P2,ZNF541,28867
12095,chr19,47540858,47540877,ZNF541_+_48044159.23-P1P2-2,ZNF541:P1P2,ZNF541,28915
12096,chr19,47540924,47540943,ZNF541_+_48044177.23-P1P2-1,ZNF541:P1P2,ZNF541,28849
12097,chr19,47540910,47540929,ZNF541_+_48044177.23-P1P2-2,ZNF541:P1P2,ZNF541,28863
12098,chr19,47540937,47540956,ZNF541_+_48044190.23-P1P2-1,ZNF541:P1P2,ZNF541,28836
12099,chr19,47540918,47540937,ZNF541_+_48044190.23-P1P2-2,ZNF541:P1P2,ZNF541,28855
12100,chr19,57320526,57320545,ZNF543_+_57831890.23-P1P2-1,ZNF543:P1P2,ZNF543,63
12101,chr19,57320483,57320502,ZNF543_+_57831890.23-P1P2-2,ZNF543:P1P2,ZNF543,20
12102,chr19,57320532,57320551,ZNF543_+_57831896.23-P1P2-1,ZNF543:P1P2,ZNF543,69
12103,chr19,57320543,57320562,ZNF543_+_57831896.23-P1P2-2,ZNF543:P1P2,ZNF543,80
12104,chr19,57320546,57320565,ZNF543_-_57831934.23-P1P2-1,ZNF543:P1P2,ZNF543,83
12105,chr19,57320596,57320615,ZNF543_-_57831934.23-P1P2-2,ZNF543:P1P2,ZNF543,133
12106,chr19,58228927,58228946,ZNF544_+_58740289.23-P1P2-1,ZNF544:P1P2,ZNF544,22
12107,chr19,58229083,58229102,ZNF544_+_58740289.23-P1P2-2,ZNF544:P1P2,ZNF544,178
12108,chr19,58228963,58228982,ZNF544_+_58740325.23-P1P2-1,ZNF544:P1P2,ZNF544,58
12109,chr19,58228916,58228935,ZNF544_+_58740325.23-P1P2-2,ZNF544:P1P2,ZNF544,11
12110,chr19,58228950,58228969,ZNF544_-_58740336.23-P1P2-1,ZNF544:P1P2,ZNF544,45
12111,chr19,58228935,58228954,ZNF544_-_58740336.23-P1P2-2,ZNF544:P1P2,ZNF544,30
12112,chr19,39997076,39997095,ZNF546_+_40502979.23-P1P2-1,ZNF546:P1P2,ZNF546,25
12113,chr19,39997142,39997161,ZNF546_+_40502979.23-P1P2-2,ZNF546:P1P2,ZNF546,91
12114,chr19,39997060,39997079,ZNF546_-_40502987.23-P1P2-1,ZNF546:P1P2,ZNF546,9
12115,chr19,39997123,39997142,ZNF546_-_40502987.23-P1P2-2,ZNF546:P1P2,ZNF546,72
12116,chr19,39997145,39997164,ZNF546_-_40503072.23-P1P2-1,ZNF546:P1P2,ZNF546,94
12117,chr19,39997084,39997103,ZNF546_-_40503072.23-P1P2-2,ZNF546:P1P2,ZNF546,33
12118,chr19,57363658,57363677,ZNF547_+_57875022.23-P1P2-1,ZNF547:P1P2,ZNF547,116
12119,chr19,57363543,57363562,ZNF547_+_57875022.23-P1P2-2,ZNF547:P1P2,ZNF547,1
12120,chr19,57363667,57363686,ZNF547_+_57875031.23-P1P2-1,ZNF547:P1P2,ZNF547,125
12121,chr19,57363686,57363705,ZNF547_+_57875031.23-P1P2-2,ZNF547:P1P2,ZNF547,144
12122,chr19,57363555,57363574,ZNF547_-_57874943.23-P1P2-1,ZNF547:P1P2,ZNF547,13
12123,chr19,57363570,57363589,ZNF547_-_57874943.23-P1P2-2,ZNF547:P1P2,ZNF547,28
12124,chr19,57389921,57389940,ZNF548_+_57901285.23-P1P2-1,ZNF548:P1P2,ZNF548,76
12125,chr19,57389911,57389930,ZNF548_+_57901285.23-P1P2-2,ZNF548:P1P2,ZNF548,66
12126,chr19,57390145,57390164,ZNF548_+_57901509.23-P1P2-1,ZNF548:P1P2,ZNF548,300
12127,chr19,57389974,57389993,ZNF548_+_57901509.23-P1P2-2,ZNF548:P1P2,ZNF548,129
12128,chr19,57389857,57389876,ZNF548_-_57901245.23-P1P2-1,ZNF548:P1P2,ZNF548,12
12129,chr19,57389871,57389890,ZNF548_-_57901245.23-P1P2-2,ZNF548:P1P2,ZNF548,26
12130,chr19,57527382,57527401,ZNF549_+_58038746.23-P1P2-1,ZNF549:P1P2,ZNF549,35
12131,chr19,57527722,57527741,ZNF549_+_58038746.23-P1P2-2,ZNF549:P1P2,ZNF549,121
12132,chr19,57527443,57527462,ZNF549_-_58038831.23-P1P2-1,ZNF549:P1P2,ZNF549,96
12133,chr19,57527529,57527548,ZNF549_-_58038831.23-P1P2-2,ZNF549:P1P2,ZNF549,72
12134,chr19,57527737,57527756,ZNF549_-_58039125.23-P1P2-1,ZNF549:P1P2,ZNF549,136
12135,chr19,57527405,57527424,ZNF549_-_58039125.23-P1P2-2,ZNF549:P1P2,ZNF549,58
12136,chr19,57559781,57559800,ZNF550_+_58071145.23-P1P2-1,ZNF550:P1P2,ZNF550,73
12137,chr19,57559868,57559887,ZNF550_+_58071145.23-P1P2-2,ZNF550:P1P2,ZNF550,14
12138,chr19,57559827,57559846,ZNF550_+_58071191.23-P1P2-1,ZNF550:P1P2,ZNF550,27
12139,chr19,57559772,57559791,ZNF550_+_58071191.23-P1P2-2,ZNF550:P1P2,ZNF550,82
12140,chr19,57559735,57559754,ZNF550_-_58071123.23-P1P2-1,ZNF550:P1P2,ZNF550,119
12141,chr19,57559794,57559813,ZNF550_-_58071123.23-P1P2-2,ZNF550:P1P2,ZNF550,60
12142,chr19,57681980,57681999,ZNF551_-_58193368.23-P1P2-1,ZNF551:P1P2,ZNF551,12
12143,chr19,57682041,57682060,ZNF551_-_58193368.23-P1P2-2,ZNF551:P1P2,ZNF551,73
12144,chr19,57682052,57682071,ZNF551_-_58193440.23-P1P2-1,ZNF551:P1P2,ZNF551,84
12145,chr19,57682197,57682216,ZNF551_-_58193440.23-P1P2-2,ZNF551:P1P2,ZNF551,229
12146,chr19,57682194,57682213,ZNF551_-_58193582.23-P1P2-1,ZNF551:P1P2,ZNF551,226
12147,chr19,57682048,57682067,ZNF551_-_58193582.23-P1P2-2,ZNF551:P1P2,ZNF551,80
12148,chr19,57814838,57814857,ZNF552_+_58326202.23-P1P2-1,ZNF552:P1P2,ZNF552,66
12149,chr19,57814858,57814877,ZNF552_+_58326202.23-P1P2-2,ZNF552:P1P2,ZNF552,46
12150,chr19,57814848,57814867,ZNF552_+_58326212.23-P1P2-1,ZNF552:P1P2,ZNF552,56
12151,chr19,57814896,57814915,ZNF552_+_58326212.23-P1P2-2,ZNF552:P1P2,ZNF552,8
12152,chr19,57814898,57814917,ZNF552_-_58326286.23-P1P2-1,ZNF552:P1P2,ZNF552,6
12153,chr19,57814884,57814903,ZNF552_-_58326286.23-P1P2-2,ZNF552:P1P2,ZNF552,20
12154,chr19,2819875,2819894,ZNF554_+_2819869.23-P1P2-1,ZNF554:P1P2,ZNF554,16
12155,chr19,2819910,2819929,ZNF554_+_2819869.23-P1P2-2,ZNF554:P1P2,ZNF554,51
12156,chr19,2819887,2819906,ZNF554_-_2819905.23-P1P2-1,ZNF554:P1P2,ZNF554,28
12157,chr19,2819982,2820001,ZNF554_-_2819905.23-P1P2-2,ZNF554:P1P2,ZNF554,123
12158,chr19,2820225,2820244,ZNF554_-_2820243.23-P1P2-1,ZNF554:P1P2,ZNF554,366
12159,chr19,2819955,2819974,ZNF554_-_2820243.23-P1P2-2,ZNF554:P1P2,ZNF554,96
12160,chr19,2841473,2841492,ZNF555_+_2841467.23-P1P2-1,ZNF555:P1P2,ZNF555,7
12161,chr19,2841524,2841543,ZNF555_+_2841467.23-P1P2-2,ZNF555:P1P2,ZNF555,58
12162,chr19,2841503,2841522,ZNF555_+_2841497.23-P1P2-1,ZNF555:P1P2,ZNF555,37
12163,chr19,2841488,2841507,ZNF555_+_2841497.23-P1P2-2,ZNF555:P1P2,ZNF555,22
12164,chr19,2841514,2841533,ZNF555_+_2841508.23-P1P2-1,ZNF555:P1P2,ZNF555,48
12165,chr19,2841499,2841518,ZNF555_+_2841508.23-P1P2-2,ZNF555:P1P2,ZNF555,33
12166,chr19,2867344,2867363,ZNF556_+_2867338.23-P1P2-1,ZNF556:P1P2,ZNF556,18
12167,chr19,2867555,2867574,ZNF556_+_2867338.23-P1P2-2,ZNF556:P1P2,ZNF556,229
12168,chr19,2867354,2867373,ZNF556_+_2867348.23-P1P2-1,ZNF556:P1P2,ZNF556,28
12169,chr19,2867334,2867353,ZNF556_+_2867348.23-P1P2-2,ZNF556:P1P2,ZNF556,8
12170,chr19,2867368,2867387,ZNF556_+_2867362.23-P1P2-1,ZNF556:P1P2,ZNF556,42
12171,chr19,2867311,2867330,ZNF556_+_2867362.23-P1P2-2,ZNF556:P1P2,ZNF556,15
12172,chr19,7069775,7069794,ZNF557_+_7069782.23-P1P2-1,ZNF557:P1P2,ZNF557,81
12173,chr19,7069843,7069862,ZNF557_+_7069782.23-P1P2-2,ZNF557:P1P2,ZNF557,149
12174,chr19,7069669,7069688,ZNF557_-_7069700.23-P1P2-1,ZNF557:P1P2,ZNF557,25
12175,chr19,7069756,7069775,ZNF557_-_7069700.23-P1P2-2,ZNF557:P1P2,ZNF557,62
12176,chr19,7069728,7069747,ZNF557_-_7069759.23-P1P2-1,ZNF557:P1P2,ZNF557,34
12177,chr19,7069716,7069735,ZNF557_-_7069759.23-P1P2-2,ZNF557:P1P2,ZNF557,22
12178,chr19,8832123,8832142,ZNF558_+_8942795.23-P1P2-1,ZNF558:P1P2,ZNF558,172
12179,chr19,8832232,8832251,ZNF558_+_8942795.23-P1P2-2,ZNF558:P1P2,ZNF558,63
12180,chr19,8832244,8832263,ZNF558_+_8942916.23-P1P2-1,ZNF558:P1P2,ZNF558,51
12181,chr19,8832292,8832311,ZNF558_+_8942916.23-P1P2-2,ZNF558:P1P2,ZNF558,3
12182,chr19,8832240,8832259,ZNF558_-_8942936.23-P1P2-1,ZNF558:P1P2,ZNF558,55
12183,chr19,8832297,8832316,ZNF558_-_8942936.23-P1P2-2,ZNF558:P1P2,ZNF558,2
12184,chr19,9324268,9324287,ZNF559-ZNF177_+_9434940.23-P1P2-1,ZNF559-ZNF177:P1P2,ZNF559-ZNF177,98
12185,chr19,9324239,9324258,ZNF559-ZNF177_+_9434940.23-P1P2-2,ZNF559-ZNF177:P1P2,ZNF559-ZNF177,69
12186,chr19,9324311,9324330,ZNF559-ZNF177_+_9434983.23-P1P2-1,ZNF559-ZNF177:P1P2,ZNF559-ZNF177,141
12187,chr19,9324247,9324266,ZNF559-ZNF177_+_9434983.23-P1P2-2,ZNF559-ZNF177:P1P2,ZNF559-ZNF177,77
12188,chr19,9324271,9324290,ZNF559-ZNF177_-_9434967.23-P1P2-1,ZNF559-ZNF177:P1P2,ZNF559-ZNF177,101
12189,chr19,9324274,9324293,ZNF559-ZNF177_-_9434967.23-P1P2-2,ZNF559-ZNF177:P1P2,ZNF559-ZNF177,104
12190,chr19,9324199,9324218,ZNF559_-_9434895.23-P1P2-1,ZNF559:P1P2,ZNF559,29
12191,chr19,9324414,9324433,ZNF559_-_9434895.23-P1P2-2,ZNF559:P1P2,ZNF559,244
12192,chr19,9324208,9324227,ZNF559_-_9434904.23-P1P2-1,ZNF559:P1P2,ZNF559,38
12193,chr19,9324271,9324290,ZNF559_-_9434904.23-P1P2-2,ZNF559:P1P2,ZNF559,101
12194,chr19,9324274,9324293,ZNF559_-_9434970.23-P1P2-1,ZNF559:P1P2,ZNF559,104
12195,chr19,9324407,9324426,ZNF559_-_9434970.23-P1P2-2,ZNF559:P1P2,ZNF559,237
12196,chr19,9498400,9498419,ZNF560_+_9609072.23-P1P2-1,ZNF560:P1P2,ZNF560,83
12197,chr19,9498410,9498429,ZNF560_+_9609072.23-P1P2-2,ZNF560:P1P2,ZNF560,73
12198,chr19,9498338,9498357,ZNF560_-_9609034.23-P1P2-1,ZNF560:P1P2,ZNF560,145
12199,chr19,9498329,9498348,ZNF560_-_9609034.23-P1P2-2,ZNF560:P1P2,ZNF560,154
12200,chr19,9498547,9498566,ZNF560_-_9609243.23-P1P2-1,ZNF560:P1P2,ZNF560,60
12201,chr19,9498343,9498362,ZNF560_-_9609243.23-P1P2-2,ZNF560:P1P2,ZNF560,140
12202,chr19,9621185,9621204,ZNF561_+_9731857.23-P1P2-1,ZNF561:P1P2,ZNF561,38
12203,chr19,9621194,9621213,ZNF561_+_9731857.23-P1P2-2,ZNF561:P1P2,ZNF561,29
12204,chr19,9621172,9621191,ZNF561_-_9731868.23-P1P2-1,ZNF561:P1P2,ZNF561,51
12205,chr19,9621130,9621149,ZNF561_-_9731868.23-P1P2-2,ZNF561:P1P2,ZNF561,93
12206,chr19,9621218,9621237,ZNF561_-_9731914.23-P1P2-1,ZNF561:P1P2,ZNF561,5
12207,chr19,9621015,9621034,ZNF561_-_9731914.23-P1P2-2,ZNF561:P1P2,ZNF561,208
12208,chr19,9674624,9674643,ZNF562_+_9785296.23-P1P2-1,ZNF562:P1P2,ZNF562,467
12209,chr19,9675067,9675086,ZNF562_+_9785296.23-P1P2-2,ZNF562:P1P2,ZNF562,24
12210,chr19,9674646,9674665,ZNF562_-_9785342.23-P1P2-1,ZNF562:P1P2,ZNF562,445
12211,chr19,9675006,9675025,ZNF562_-_9785342.23-P1P2-2,ZNF562:P1P2,ZNF562,85
12212,chr19,9675032,9675051,ZNF562_-_9785728.23-P1P2-1,ZNF562:P1P2,ZNF562,59
12213,chr19,9674860,9674879,ZNF562_-_9785728.23-P1P2-2,ZNF562:P1P2,ZNF562,231
12214,chr19,12333403,12333422,ZNF563_+_12444213.23-P1P2-1,ZNF563:P1P2,ZNF563,221
12215,chr19,12333265,12333284,ZNF563_+_12444213.23-P1P2-2,ZNF563:P1P2,ZNF563,359
12216,chr19,12333372,12333391,ZNF563_-_12444206.23-P1P2-1,ZNF563:P1P2,ZNF563,252
12217,chr19,12333449,12333468,ZNF563_-_12444206.23-P1P2-2,ZNF563:P1P2,ZNF563,175
12218,chr19,12333593,12333612,ZNF563_-_12444427.23-P1P2-1,ZNF563:P1P2,ZNF563,31
12219,chr19,12333535,12333554,ZNF563_-_12444427.23-P1P2-2,ZNF563:P1P2,ZNF563,89
12220,chr19,12551173,12551192,ZNF564_-_12662007.23-P1P2-1,ZNF564:P1P2,ZNF564,300
12221,chr19,12551229,12551248,ZNF564_-_12662007.23-P1P2-2,ZNF564:P1P2,ZNF564,244
12222,chr19,12551395,12551414,ZNF564_-_12662229.23-P1P2-1,ZNF564:P1P2,ZNF564,78
12223,chr19,12551367,12551386,ZNF564_-_12662229.23-P1P2-2,ZNF564:P1P2,ZNF564,106
12224,chr19,12551444,12551463,ZNF564_-_12662278.23-P1P2-1,ZNF564:P1P2,ZNF564,29
12225,chr19,12551406,12551425,ZNF564_-_12662278.23-P1P2-2,ZNF564:P1P2,ZNF564,67
12226,chr19,36214631,36214650,ZNF565_+_36705529.23-P1P2-1,ZNF565:P1P2,ZNF565,25
12227,chr19,36214634,36214653,ZNF565_+_36705529.23-P1P2-2,ZNF565:P1P2,ZNF565,22
12228,chr19,36214647,36214666,ZNF565_+_36705545.23-P1P2-1,ZNF565:P1P2,ZNF565,9
12229,chr19,36214555,36214574,ZNF565_+_36705545.23-P1P2-2,ZNF565:P1P2,ZNF565,101
12230,chr19,36214810,36214829,ZNF565_+_36705708.23-P1P2-1,ZNF565:P1P2,ZNF565,154
12231,chr19,36214895,36214914,ZNF565_+_36705708.23-P1P2-2,ZNF565:P1P2,ZNF565,180
12232,chr19,36489483,36489502,ZNF566_+_36980381.23-P1P2-1,ZNF566:P1P2,ZNF566,57
12233,chr19,36489458,36489477,ZNF566_+_36980381.23-P1P2-2,ZNF566:P1P2,ZNF566,32
12234,chr19,36489509,36489528,ZNF566_+_36980407.23-P1P2-1,ZNF566:P1P2,ZNF566,43
12235,chr19,36489319,36489338,ZNF566_+_36980407.23-P1P2-2,ZNF566:P1P2,ZNF566,107
12236,chr19,36489542,36489561,ZNF566_+_36980440.23-P1P2-1,ZNF566:P1P2,ZNF566,10
12237,chr19,36489502,36489521,ZNF566_+_36980440.23-P1P2-2,ZNF566:P1P2,ZNF566,50
12238,chr19,36687636,36687655,ZNF567_-_37178558.23-P1P2-1,ZNF567:P1P2,ZNF567,33
12239,chr19,36687623,36687642,ZNF567_-_37178558.23-P1P2-2,ZNF567:P1P2,ZNF567,20
12240,chr19,36687647,36687666,ZNF567_-_37178569.23-P1P2-1,ZNF567:P1P2,ZNF567,44
12241,chr19,36687619,36687638,ZNF567_-_37178569.23-P1P2-2,ZNF567:P1P2,ZNF567,16
12242,chr19,36687792,36687811,ZNF567_-_37178714.23-P1P2-1,ZNF567:P1P2,ZNF567,189
12243,chr19,36687627,36687646,ZNF567_-_37178714.23-P1P2-2,ZNF567:P1P2,ZNF567,24
12244,chr19,36916351,36916370,ZNF568_-_37407273.23-P1P2-1,ZNF568:P1P2,ZNF568,28
12245,chr19,36916398,36916417,ZNF568_-_37407273.23-P1P2-2,ZNF568:P1P2,ZNF568,75
12246,chr19,36916541,36916560,ZNF568_-_37407463.23-P1P2-1,ZNF568:P1P2,ZNF568,13
12247,chr19,36916413,36916432,ZNF568_-_37407463.23-P1P2-2,ZNF568:P1P2,ZNF568,90
12248,chr19,36916571,36916590,ZNF568_-_37407493.23-P1P2-1,ZNF568:P1P2,ZNF568,43
12249,chr19,36916547,36916566,ZNF568_-_37407493.23-P1P2-2,ZNF568:P1P2,ZNF568,19
12250,chr19,37467203,37467222,ZNF569_+_37958101.23-P1P2-1,ZNF569:P1P2,ZNF569,232
12251,chr19,37467166,37467185,ZNF569_+_37958101.23-P1P2-2,ZNF569:P1P2,ZNF569,269
12252,chr19,37466947,37466966,ZNF569_-_37957869.23-P1P2-1,ZNF569:P1P2,ZNF569,488
12253,chr19,37467191,37467210,ZNF569_-_37957869.23-P1P2-2,ZNF569:P1P2,ZNF569,244
12254,chr19,37467206,37467225,ZNF569_-_37958128.23-P1P2-1,ZNF569:P1P2,ZNF569,229
12255,chr19,37467217,37467236,ZNF569_-_37958128.23-P1P2-2,ZNF569:P1P2,ZNF569,218
12256,chr19,37467537,37467556,ZNF570_-_37958459.23-P2-1,ZNF570:P2,ZNF570,226
12257,chr19,37467515,37467534,ZNF570_-_37958459.23-P2-2,ZNF570:P2,ZNF570,248
12258,chr19,37467545,37467564,ZNF570_-_37958467.23-P2-1,ZNF570:P2,ZNF570,218
12259,chr19,37467682,37467701,ZNF570_-_37958467.23-P2-2,ZNF570:P2,ZNF570,81
12260,chr19,37467671,37467690,ZNF570_-_37958593.23-P2-1,ZNF570:P2,ZNF570,92
12261,chr19,37467612,37467631,ZNF570_-_37958593.23-P2-2,ZNF570:P2,ZNF570,151
12262,chr19,37469357,37469376,ZNF570_-_37960279.23-P1-1,ZNF570:P1,ZNF570,10
12263,chr19,37469393,37469412,ZNF570_-_37960279.23-P1-2,ZNF570:P1,ZNF570,46
12264,chr19,37469385,37469404,ZNF570_-_37960307.23-P1-1,ZNF570:P1,ZNF570,38
12265,chr19,37469379,37469398,ZNF570_-_37960307.23-P1-2,ZNF570:P1,ZNF570,32
12266,chr19,37469615,37469634,ZNF570_-_37960537.23-P1-1,ZNF570:P1,ZNF570,53
12267,chr19,37469415,37469434,ZNF570_-_37960537.23-P1-2,ZNF570:P1,ZNF570,68
12268,chr19,37594338,37594357,ZNF571_-_38085259.23-P1P2-1,ZNF571:P1P2,ZNF571,445
12269,chr19,37594536,37594555,ZNF571_-_38085259.23-P1P2-2,ZNF571:P1P2,ZNF571,247
12270,chr19,37594702,37594721,ZNF571_-_38085623.23-P1P2-1,ZNF571:P1P2,ZNF571,81
12271,chr19,37594723,37594742,ZNF571_-_38085623.23-P1P2-2,ZNF571:P1P2,ZNF571,60
12272,chr19,37594707,37594726,ZNF571_-_38085628.23-P1P2-1,ZNF571:P1P2,ZNF571,76
12273,chr19,37594695,37594714,ZNF571_-_38085628.23-P1P2-2,ZNF571:P1P2,ZNF571,88
12274,chr8,124973372,124973391,ZNF572_+_125985610.23-P1P2-1,ZNF572:P1P2,ZNF572,86
12275,chr8,124973321,124973340,ZNF572_+_125985610.23-P1P2-2,ZNF572:P1P2,ZNF572,35
12276,chr8,124973317,124973336,ZNF572_-_125985579.23-P1P2-1,ZNF572:P1P2,ZNF572,31
12277,chr8,124973369,124973388,ZNF572_-_125985579.23-P1P2-2,ZNF572:P1P2,ZNF572,83
12278,chr8,124973483,124973502,ZNF572_-_125985745.23-P1P2-1,ZNF572:P1P2,ZNF572,197
12279,chr8,124973307,124973326,ZNF572_-_125985745.23-P1P2-2,ZNF572:P1P2,ZNF572,21
12280,chr19,37779354,37779373,ZNF573_+_38269990.23-P1P2-1,ZNF573:P1P2,ZNF573,223
12281,chr19,37779406,37779425,ZNF573_+_38269990.23-P1P2-2,ZNF573:P1P2,ZNF573,171
12282,chr19,37779553,37779572,ZNF573_-_38270213.23-P1P2-1,ZNF573:P1P2,ZNF573,24
12283,chr19,37779581,37779600,ZNF573_-_38270213.23-P1P2-2,ZNF573:P1P2,ZNF573,4
12284,chr19,37779567,37779586,ZNF573_-_38270227.23-P1P2-1,ZNF573:P1P2,ZNF573,10
12285,chr19,37779897,37779916,ZNF573_-_38270227.23-P1P2-2,ZNF573:P1P2,ZNF573,320
12286,chr19,42079393,42079412,ZNF574_+_42583541.23-P2-1,ZNF574:P2,ZNF574,2773
12287,chr19,42079570,42079589,ZNF574_+_42583541.23-P2-2,ZNF574:P2,ZNF574,2950
12288,chr19,42076166,42076185,ZNF574_-_42580338.23-P1-1,ZNF574:P1,ZNF574,9
12289,chr19,42076207,42076226,ZNF574_-_42580338.23-P1-2,ZNF574:P1,ZNF574,50
12290,chr19,42076179,42076198,ZNF574_-_42580351.23-P1-1,ZNF574:P1,ZNF574,22
12291,chr19,42076173,42076192,ZNF574_-_42580351.23-P1-2,ZNF574:P1,ZNF574,16
12292,chr19,42076194,42076213,ZNF574_-_42580366.23-P1-1,ZNF574:P1,ZNF574,37
12293,chr19,42076211,42076230,ZNF574_-_42580366.23-P1-2,ZNF574:P1,ZNF574,54
12294,chr19,42079210,42079229,ZNF574_-_42583382.23-P2-1,ZNF574:P2,ZNF574,2590
12295,chr19,42079213,42079232,ZNF574_-_42583382.23-P2-2,ZNF574:P2,ZNF574,2593
12296,chr19,42079481,42079500,ZNF574_-_42583653.23-P2-1,ZNF574:P2,ZNF574,2861
12297,chr19,42079194,42079213,ZNF574_-_42583653.23-P2-2,ZNF574:P2,ZNF574,2574
12298,chr19,43533473,43533492,ZNF575_+_44037621.23-P1P2-1,ZNF575:P1P2,ZNF575,65
12299,chr19,43533467,43533486,ZNF575_+_44037621.23-P1P2-2,ZNF575:P1P2,ZNF575,59
12300,chr19,43533413,43533432,ZNF575_-_44037585.23-P1P2-1,ZNF575:P1P2,ZNF575,5
12301,chr19,43533423,43533442,ZNF575_-_44037585.23-P1P2-2,ZNF575:P1P2,ZNF575,15
12302,chr19,43533651,43533670,ZNF575_-_44037823.23-P1P2-1,ZNF575:P1P2,ZNF575,243
12303,chr19,43533782,43533801,ZNF575_-_44037823.23-P1P2-2,ZNF575:P1P2,ZNF575,374
12304,chr19,43596605,43596624,ZNF576_-_44100777.23-P1P2-1,ZNF576:P1P2,ZNF576,19
12305,chr19,43596625,43596644,ZNF576_-_44100777.23-P1P2-2,ZNF576:P1P2,ZNF576,39
12306,chr19,43596617,43596636,ZNF576_-_44100789.23-P1P2-1,ZNF576:P1P2,ZNF576,31
12307,chr19,43596965,43596984,ZNF576_-_44100789.23-P1P2-2,ZNF576:P1P2,ZNF576,379
12308,chr19,43596649,43596668,ZNF576_-_44100821.23-P1P2-1,ZNF576:P1P2,ZNF576,63
12309,chr19,43596622,43596641,ZNF576_-_44100821.23-P1P2-2,ZNF576:P1P2,ZNF576,36
12310,chr19,51887911,51887930,ZNF577_+_52391160.23-P1P2-1,ZNF577:P1P2,ZNF577,31
12311,chr19,51887898,51887917,ZNF577_+_52391160.23-P1P2-2,ZNF577:P1P2,ZNF577,44
12312,chr19,51887922,51887941,ZNF577_+_52391171.23-P1P2-1,ZNF577:P1P2,ZNF577,20
12313,chr19,51887666,51887685,ZNF577_+_52391171.23-P1P2-2,ZNF577:P1P2,ZNF577,276
12314,chr19,51887851,51887870,ZNF577_-_52391124.23-P1P2-1,ZNF577:P1P2,ZNF577,91
12315,chr19,51887908,51887927,ZNF577_-_52391124.23-P1P2-2,ZNF577:P1P2,ZNF577,34
12316,chr19,52453593,52453612,ZNF578_+_52956842.23-P1P2-1,ZNF578:P1P2,ZNF578,49
12317,chr19,52453620,52453639,ZNF578_+_52956842.23-P1P2-2,ZNF578:P1P2,ZNF578,76
12318,chr19,52453797,52453816,ZNF578_+_52957046.23-P1P2-1,ZNF578:P1P2,ZNF578,253
12319,chr19,52453854,52453873,ZNF578_+_52957046.23-P1P2-2,ZNF578:P1P2,ZNF578,310
12320,chr19,52453566,52453585,ZNF578_-_52956839.23-P1P2-1,ZNF578:P1P2,ZNF578,22
12321,chr19,52453578,52453597,ZNF578_-_52956839.23-P1P2-2,ZNF578:P1P2,ZNF578,34
